# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1049,0.0611,61.147,0.073,3.897
1.2,0.04,0.0709,0.1050,0.0625,62.639,0.075,3.901
2.3,0.08,0.1389,0.1052,0.0639,64.130,0.077,3.910
3.4,0.13,0.2036,0.1054,0.0655,65.622,0.079,3.914
4.6,0.17,0.2652,0.1056,0.0672,67.859,0.081,3.923
5.7,0.21,0.3237,0.1057,0.0689,69.350,0.083,3.928
6.8,0.25,0.3789,0.1059,0.0707,70.841,0.085,3.932
8.0,0.30,0.4309,0.1060,0.0726,73.079,0.087,3.937
9.2,0.34,0.4797,0.1060,0.0746,75.316,0.090,3.937
10.3,0.38,0.5254,0.1060,0.0766,76.807,0.092,3.937
11.4,0.42,0.5682,0.1059,0.0787,79.044,0.095,3.937
12.6,0.46,0.6079,0.1058,0.0808,81.281,0.097,3.928
13.7,0.51,0.6447,0.1054,0.0828,83.518,0.099,3.914
14.8,0.55,0.6787,0.1047,0.0846,85.010,0.102,3.888
16.0,0.59,0.7099,0.1032,0.0859,86.501,0.103,3.834
17.2,0.63,0.7385,0.1006,0.0862,86.501,0.104,3.737
18.3,0.68,0.7642,0.0963,0.0851,85.755,0.102,3.576
19.4,0.72,0.7872,0.0901,0.0821,82.773,0.099,3.345
20.6,0.76,0.8062,0.0833,0.0785,79.044,0.094,3.096
21.7,0.80,0.8215,0.0764,0.0746,75.316,0.090,2.838
22.8,0.84,0.8330,0.0695,0.0704,70.841,0.085,2.580
24.0,0.89,0.8414,0.0624,0.0657,66.367,0.079,2.318
25.2,0.93,0.8471,0.0552,0.0605,61.147,0.073,2.051
26.3,0.97,0.8503,0.0478,0.0546,55.182,0.066,1.775
27.4,1.01,0.8515,0.0402,0.0478,47.725,0.057,1.490
28.6,1.05,0.8475,0.0324,0.0403,40.268,0.048,1.205
29.7,1.10,0.8324,0.0245,0.0322,32.065,0.039,0.907
30.8,1.14,0.7831,0.0163,0.0237,23.862,0.028,0.605
32.0,1.18,0.6365,0.0082,0.0152,14.914,0.018,0.302
33.2,1.22,0.0031,0.0000,0.0068,6.711,0.008,0.000
