# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1817,0.1046,355.699,0.227,13.910
1.3,0.03,0.0520,0.1786,0.1016,346.005,0.220,13.674
2.6,0.06,0.1047,0.1753,0.0989,336.311,0.214,13.416
3.9,0.09,0.1578,0.1719,0.0966,328.854,0.209,13.158
5.3,0.12,0.2104,0.1681,0.0945,321.397,0.205,12.864
6.6,0.15,0.2618,0.1634,0.0923,313.940,0.200,12.508
7.9,0.18,0.3122,0.1592,0.0904,307.974,0.196,12.184
9.2,0.21,0.3605,0.1543,0.0886,301.263,0.192,11.814
10.5,0.24,0.4064,0.1492,0.0868,295.297,0.188,11.423
11.8,0.27,0.4490,0.1435,0.0851,289.332,0.184,10.987
13.1,0.30,0.4878,0.1375,0.0833,283.366,0.181,10.524
14.4,0.33,0.5246,0.1319,0.0817,278.146,0.177,10.093
15.8,0.35,0.5590,0.1255,0.0796,270.689,0.173,9.608
17.1,0.38,0.5918,0.1193,0.0775,263.978,0.168,9.137
18.4,0.41,0.6221,0.1129,0.0751,255.775,0.163,8.643
19.7,0.44,0.6507,0.1062,0.0724,246.081,0.157,8.131
21.0,0.47,0.6770,0.0995,0.0695,236.387,0.151,7.620
22.4,0.50,0.7014,0.0929,0.0666,226.693,0.144,7.113
23.6,0.53,0.7231,0.0860,0.0633,215.507,0.137,6.583
24.9,0.56,0.7420,0.0786,0.0595,202.085,0.129,6.014
26.3,0.59,0.7575,0.0713,0.0556,189.408,0.121,5.458
27.6,0.62,0.7694,0.0638,0.0515,175.239,0.112,4.884
28.9,0.65,0.7763,0.0563,0.0471,160.325,0.102,4.306
30.2,0.68,0.7677,0.0487,0.0431,146.903,0.093,3.723
31.5,0.71,0.7590,0.0409,0.0383,130.497,0.083,3.132
32.9,0.74,0.7079,0.0332,0.0346,117.821,0.075,2.540
34.2,0.77,0.6468,0.0265,0.0315,107.381,0.068,2.033
35.5,0.80,0.5292,0.0179,0.0270,91.721,0.059,1.375
36.8,0.83,0.3705,0.0109,0.0243,82.773,0.053,0.832
38.1,0.86,-0.0177,-0.0003,0.0166,56.673,0.036,-0.027
