# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1844,0.1119,554.055,0.311,18.127
1.5,0.03,0.0509,0.1811,0.1074,532.430,0.299,17.811
3.0,0.06,0.1035,0.1777,0.1036,513.042,0.288,17.468
4.6,0.09,0.1571,0.1738,0.1001,495.890,0.279,17.086
6.1,0.12,0.2109,0.1696,0.0970,480.976,0.270,16.672
7.6,0.15,0.2641,0.1651,0.0943,466.808,0.262,16.227
9.1,0.18,0.3160,0.1602,0.0918,454.877,0.255,15.751
10.6,0.21,0.3658,0.1549,0.0895,442.946,0.249,15.235
12.2,0.24,0.4126,0.1492,0.0873,432.506,0.243,14.675
13.7,0.27,0.4564,0.1435,0.0854,422.812,0.238,14.114
15.2,0.30,0.4961,0.1376,0.0837,414.609,0.233,13.531
16.7,0.33,0.5332,0.1315,0.0818,405.661,0.228,12.931
18.2,0.36,0.5683,0.1253,0.0798,395.221,0.222,12.317
19.8,0.39,0.6012,0.1188,0.0775,384.035,0.216,11.685
21.3,0.42,0.6320,0.1123,0.0751,372.104,0.209,11.040
22.8,0.45,0.6612,0.1053,0.0721,357.190,0.201,10.355
24.3,0.48,0.6879,0.0985,0.0691,342.276,0.192,9.684
25.8,0.51,0.7126,0.0914,0.0658,325.871,0.183,8.985
27.4,0.54,0.7350,0.0842,0.0622,307.974,0.173,8.274
28.9,0.57,0.7540,0.0767,0.0583,288.586,0.162,7.540
30.4,0.60,0.7699,0.0694,0.0544,269.198,0.151,6.819
31.9,0.63,0.7821,0.0614,0.0497,246.081,0.138,6.032
33.4,0.66,0.7830,0.0546,0.0463,228.930,0.129,5.365
35.0,0.69,0.7787,0.0459,0.0409,202.830,0.114,4.515
36.5,0.72,0.7411,0.0378,0.0370,183.442,0.103,3.719
38.0,0.75,0.6999,0.0300,0.0323,160.325,0.090,2.949
39.5,0.78,0.5941,0.0220,0.0291,143.920,0.081,2.166
41.0,0.81,0.4737,0.0129,0.0221,109.618,0.062,1.263
42.6,0.84,0.2516,0.0062,0.0207,102.907,0.058,0.605
44.1,0.88,-0.1634,-0.0032,0.0173,85.755,0.048,-0.316
