# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1441,0.0823,1084.993,0.797,34.500
2.8,0.05,0.0862,0.1443,0.0853,1123.770,0.826,34.545
5.6,0.10,0.1667,0.1445,0.0884,1164.783,0.856,34.612
8.4,0.15,0.2412,0.1449,0.0918,1210.271,0.889,34.692
11.2,0.20,0.3100,0.1453,0.0955,1258.741,0.925,34.785
14.0,0.25,0.3735,0.1457,0.0995,1310.940,0.963,34.901
16.9,0.31,0.4320,0.1463,0.1036,1365.376,1.003,35.039
19.6,0.36,0.4858,0.1470,0.1080,1422.795,1.045,35.194
22.4,0.41,0.5347,0.1476,0.1126,1483.197,1.090,35.341
25.3,0.46,0.5783,0.1481,0.1175,1548.819,1.138,35.475
28.1,0.51,0.6163,0.1486,0.1229,1619.660,1.190,35.581
30.8,0.56,0.6492,0.1489,0.1286,1694.976,1.245,35.657
33.7,0.61,0.6779,0.1490,0.1344,1771.037,1.301,35.670
36.5,0.66,0.7031,0.1485,0.1400,1844.116,1.355,35.564
39.3,0.71,0.7258,0.1465,0.1441,1898.552,1.395,35.092
42.1,0.76,0.7462,0.1425,0.1460,1923.906,1.413,34.113
44.9,0.82,0.7655,0.1365,0.1454,1917.194,1.408,32.690
47.7,0.87,0.7853,0.1287,0.1420,1871.707,1.375,30.817
50.5,0.92,0.8050,0.1194,0.1361,1793.408,1.317,28.593
53.3,0.97,0.8230,0.1099,0.1293,1704.670,1.252,26.320
56.1,1.02,0.8395,0.1002,0.1217,1603.255,1.178,23.994
58.9,1.07,0.8556,0.0903,0.1130,1489.163,1.094,21.632
61.7,1.12,0.8680,0.0801,0.1035,1363.885,1.002,19.181
64.5,1.17,0.8726,0.0695,0.0934,1231.150,0.905,16.654
67.3,1.22,0.8726,0.0588,0.0824,1085.739,0.798,14.074
70.1,1.27,0.8659,0.0478,0.0703,926.905,0.681,11.441
73.0,1.33,0.8467,0.0366,0.0572,754.648,0.554,8.759
75.7,1.38,0.7953,0.0249,0.0431,568.223,0.417,5.961
78.5,1.43,0.6334,0.0127,0.0286,377.324,0.277,3.043
81.4,1.48,-0.0019,0.0000,0.0147,193.882,0.142,-0.004
