# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1364,0.0776,137.209,0.119,7.015
1.5,0.04,0.0727,0.1366,0.0799,141.683,0.123,7.024
2.9,0.08,0.1413,0.1368,0.0823,145.411,0.127,7.033
4.4,0.13,0.2059,0.1368,0.0847,149.886,0.130,7.037
5.9,0.17,0.2668,0.1367,0.0871,154.360,0.134,7.028
7.3,0.21,0.3241,0.1364,0.0894,158.088,0.138,7.010
8.8,0.25,0.3778,0.1358,0.0916,162.563,0.141,6.984
10.2,0.30,0.4282,0.1350,0.0938,166.291,0.144,6.944
11.7,0.34,0.4752,0.1340,0.0959,170.020,0.147,6.890
13.2,0.38,0.5190,0.1327,0.0978,173.002,0.150,6.824
14.6,0.42,0.5599,0.1311,0.0994,175.985,0.153,6.739
16.1,0.47,0.5979,0.1290,0.1008,178.968,0.155,6.637
17.6,0.51,0.6332,0.1266,0.1019,180.459,0.157,6.508
19.0,0.55,0.6657,0.1236,0.1025,181.951,0.158,6.357
20.5,0.59,0.6957,0.1200,0.1026,181.951,0.158,6.170
21.9,0.64,0.7233,0.1156,0.1018,180.459,0.157,5.943
23.4,0.68,0.7484,0.1103,0.1002,177.477,0.154,5.671
24.9,0.72,0.7710,0.1043,0.0977,173.002,0.150,5.360
26.3,0.76,0.7913,0.0974,0.0941,167.037,0.145,5.009
27.8,0.81,0.8097,0.0894,0.0891,158.088,0.137,4.595
29.3,0.85,0.8254,0.0812,0.0836,148.394,0.129,4.177
30.8,0.89,0.8387,0.0729,0.0775,137.209,0.119,3.745
32.2,0.93,0.8494,0.0643,0.0708,125.278,0.109,3.309
33.7,0.98,0.8576,0.0556,0.0634,112.601,0.098,2.860
35.1,1.02,0.8618,0.0467,0.0553,97.687,0.085,2.402
36.6,1.06,0.8605,0.0377,0.0465,82.773,0.072,1.939
38.0,1.10,0.8488,0.0285,0.0370,65.622,0.057,1.463
39.5,1.15,0.8144,0.0191,0.0269,47.725,0.041,0.983
41.0,1.19,0.7111,0.0096,0.0161,28.337,0.025,0.494
42.5,1.23,0.0007,0.0000,0.0046,8.203,0.007,0.000
