# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1493,0.2091,1908.992,0.959,22.895
2.5,0.04,0.0311,0.1495,0.2035,1858.284,0.934,22.935
5.1,0.08,0.0642,0.1497,0.1978,1806.085,0.907,22.971
7.6,0.13,0.0993,0.1499,0.1919,1752.395,0.881,22.993
10.1,0.17,0.1367,0.1500,0.1860,1698.704,0.854,23.011
12.6,0.21,0.1768,0.1500,0.1798,1642.031,0.825,23.011
15.2,0.25,0.2195,0.1497,0.1734,1583.121,0.796,22.966
17.7,0.30,0.2649,0.1490,0.1669,1523.465,0.766,22.855
20.2,0.34,0.3133,0.1479,0.1600,1460.826,0.734,22.681
22.7,0.38,0.3638,0.1462,0.1533,1399.679,0.703,22.432
25.2,0.42,0.4159,0.1442,0.1469,1341.514,0.674,22.121
27.8,0.47,0.4694,0.1417,0.1407,1284.095,0.646,21.730
30.3,0.51,0.5238,0.1385,0.1345,1228.168,0.617,21.249
32.8,0.55,0.5781,0.1348,0.1284,1172.240,0.589,20.671
35.3,0.59,0.6311,0.1303,0.1225,1118.550,0.562,19.986
37.8,0.64,0.6813,0.1250,0.1166,1064.859,0.535,19.172
40.4,0.68,0.7266,0.1186,0.1107,1010.423,0.508,18.189
42.9,0.72,0.7640,0.1114,0.1050,958.970,0.482,17.081
45.4,0.76,0.7941,0.1035,0.0994,907.517,0.456,15.880
47.9,0.81,0.8185,0.0947,0.0931,850.098,0.427,14.523
50.5,0.85,0.8376,0.0860,0.0871,794.916,0.400,13.198
53.0,0.89,0.8544,0.0772,0.0804,734.514,0.369,11.846
55.5,0.93,0.8689,0.0683,0.0732,668.893,0.336,10.471
58.0,0.97,0.8810,0.0591,0.0654,596.560,0.300,9.061
60.5,1.02,0.8897,0.0497,0.0568,518.261,0.261,7.620
63.1,1.06,0.8929,0.0401,0.0476,434.743,0.218,6.152
65.6,1.10,0.8866,0.0303,0.0377,343.768,0.173,4.653
68.1,1.14,0.8618,0.0204,0.0271,247.572,0.125,3.136
70.6,1.19,0.7773,0.0103,0.0157,143.174,0.072,1.575
73.1,1.23,-0.0071,0.0000,0.0038,35.048,0.018,-0.004
