# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1372,0.0851,0.746,0.004,0.231
0.3,0.04,0.0671,0.1374,0.0870,0.746,0.004,0.231
0.5,0.09,0.1315,0.1374,0.0888,0.746,0.005,0.231
0.8,0.13,0.1931,0.1373,0.0906,0.746,0.005,0.231
1.1,0.17,0.2520,0.1370,0.0924,0.746,0.005,0.231
1.3,0.21,0.3080,0.1365,0.0942,0.746,0.005,0.231
1.6,0.26,0.3612,0.1358,0.0959,0.746,0.005,0.231
1.9,0.30,0.4116,0.1349,0.0975,0.746,0.005,0.231
2.1,0.34,0.4591,0.1337,0.0990,0.746,0.005,0.227
2.4,0.38,0.5039,0.1322,0.1004,0.746,0.005,0.227
2.7,0.43,0.5458,0.1305,0.1016,0.746,0.005,0.222
3.0,0.47,0.5848,0.1283,0.1026,0.746,0.005,0.218
3.2,0.51,0.6210,0.1256,0.1032,0.746,0.005,0.214
3.4,0.55,0.6543,0.1225,0.1035,0.746,0.005,0.209
3.7,0.60,0.6848,0.1187,0.1032,0.746,0.005,0.200
4.0,0.64,0.7123,0.1141,0.1022,0.746,0.005,0.196
4.2,0.68,0.7367,0.1087,0.1004,0.746,0.005,0.187
4.5,0.72,0.7579,0.1027,0.0979,0.746,0.005,0.173
4.8,0.77,0.7762,0.0957,0.0943,0.746,0.005,0.165
5.1,0.81,0.7915,0.0878,0.0896,0.746,0.005,0.151
5.3,0.85,0.8042,0.0797,0.0843,0.746,0.004,0.133
5.6,0.89,0.8143,0.0716,0.0785,0.746,0.004,0.120
5.9,0.94,0.8222,0.0633,0.0720,0.746,0.004,0.107
6.1,0.98,0.8283,0.0548,0.0646,0.746,0.003,0.093
6.4,1.02,0.8315,0.0460,0.0565,0.746,0.003,0.080
6.7,1.06,0.8298,0.0371,0.0476,0.746,0.002,0.062
6.9,1.11,0.8181,0.0281,0.0379,0.746,0.002,0.049
7.2,1.15,0.7847,0.0189,0.0276,0.000,0.001,0.031
7.5,1.19,0.6846,0.0095,0.0166,0.000,0.001,0.018
7.7,1.23,-0.0008,0.0000,0.0051,0.000,0.000,0.000
