# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1428,0.1418,773.291,0.462,15.538
2.1,0.04,0.0433,0.1430,0.1401,763.597,0.456,15.560
4.2,0.08,0.0878,0.1432,0.1385,754.648,0.451,15.582
6.4,0.13,0.1335,0.1434,0.1367,745.700,0.445,15.600
8.5,0.17,0.1804,0.1436,0.1350,736.006,0.439,15.618
10.6,0.21,0.2284,0.1434,0.1332,726.312,0.434,15.604
12.7,0.25,0.2775,0.1430,0.1312,715.126,0.427,15.555
14.9,0.30,0.3271,0.1423,0.1292,704.686,0.420,15.480
17.0,0.34,0.3772,0.1412,0.1271,692.755,0.414,15.364
19.1,0.38,0.4271,0.1398,0.1249,681.570,0.407,15.208
21.3,0.42,0.4767,0.1380,0.1228,669.638,0.400,15.008
23.4,0.47,0.5256,0.1357,0.1204,656.962,0.392,14.755
25.5,0.51,0.5732,0.1328,0.1180,642.793,0.384,14.452
27.6,0.55,0.6192,0.1294,0.1153,628.625,0.375,14.083
29.8,0.59,0.6628,0.1254,0.1123,612.220,0.366,13.638
31.9,0.64,0.7034,0.1205,0.1090,594.323,0.355,13.104
34.0,0.68,0.7396,0.1146,0.1052,573.443,0.342,12.464
36.2,0.72,0.7702,0.1080,0.1011,551.072,0.329,11.743
38.3,0.76,0.7960,0.1006,0.0965,526.464,0.314,10.943
40.4,0.81,0.8178,0.0921,0.0908,495.145,0.295,10.022
42.5,0.85,0.8358,0.0837,0.0850,463.080,0.277,9.106
44.7,0.89,0.8513,0.0751,0.0786,428.777,0.256,8.167
46.8,0.93,0.8644,0.0663,0.0716,390.001,0.233,7.211
48.9,0.98,0.8750,0.0573,0.0639,348.242,0.208,6.236
51.0,1.02,0.8817,0.0482,0.0556,303.500,0.181,5.244
53.2,1.06,0.8828,0.0389,0.0467,254.284,0.152,4.230
55.3,1.10,0.8742,0.0294,0.0371,202.085,0.121,3.198
57.4,1.15,0.8453,0.0198,0.0268,146.157,0.087,2.148
59.5,1.19,0.7531,0.0100,0.0157,85.755,0.051,1.081
61.6,1.23,-0.0078,0.0000,0.0040,21.625,0.013,-0.004
