# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1342,0.0724,8.948,0.011,0.925
0.8,0.05,0.0812,0.1343,0.0753,8.948,0.011,0.925
1.6,0.09,0.1562,0.1345,0.0784,9.694,0.011,0.925
2.4,0.14,0.2252,0.1346,0.0817,9.694,0.012,0.925
3.2,0.18,0.2886,0.1347,0.0850,10.440,0.012,0.930
4.1,0.23,0.3467,0.1347,0.0885,11.185,0.013,0.930
4.9,0.27,0.3998,0.1346,0.0920,11.185,0.013,0.930
5.7,0.32,0.4484,0.1344,0.0956,11.931,0.014,0.925
6.5,0.36,0.4926,0.1339,0.0990,11.931,0.014,0.921
7.3,0.41,0.5330,0.1330,0.1023,12.677,0.015,0.916
8.1,0.46,0.5693,0.1317,0.1053,12.677,0.015,0.907
8.9,0.50,0.6017,0.1299,0.1081,13.423,0.016,0.894
9.7,0.55,0.6304,0.1275,0.1106,13.423,0.016,0.881
10.5,0.59,0.6551,0.1247,0.1127,14.168,0.016,0.859
11.4,0.64,0.6768,0.1209,0.1139,14.168,0.017,0.832
12.2,0.68,0.6964,0.1160,0.1138,14.168,0.017,0.801
13.0,0.73,0.7134,0.1091,0.1115,13.423,0.016,0.752
13.8,0.77,0.7275,0.1019,0.1085,13.423,0.016,0.703
14.6,0.82,0.7390,0.0945,0.1049,12.677,0.015,0.649
15.4,0.87,0.7483,0.0870,0.1006,12.677,0.015,0.601
16.2,0.91,0.7569,0.0792,0.0953,11.931,0.014,0.547
17.0,0.96,0.7626,0.0713,0.0894,11.185,0.013,0.489
17.8,1.00,0.7646,0.0632,0.0828,10.440,0.012,0.436
18.6,1.05,0.7621,0.0549,0.0755,8.948,0.011,0.378
19.4,1.09,0.7532,0.0463,0.0672,8.203,0.010,0.320
20.3,1.14,0.7346,0.0374,0.0580,7.457,0.008,0.258
21.1,1.18,0.6971,0.0283,0.0481,5.966,0.007,0.196
21.9,1.23,0.6231,0.0190,0.0375,4.474,0.006,0.129
22.7,1.28,0.4617,0.0096,0.0265,2.983,0.004,0.067
23.5,1.32,-0.0006,0.0000,0.0150,1.491,0.002,0.000
