# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1342,0.0724,100.669,0.054,4.680
1.8,0.05,0.0810,0.1343,0.0753,105.144,0.056,4.684
3.6,0.09,0.1558,0.1344,0.0784,109.618,0.058,4.688
5.5,0.14,0.2246,0.1347,0.0817,114.092,0.060,4.697
7.3,0.18,0.2877,0.1349,0.0852,118.566,0.063,4.706
9.1,0.23,0.3454,0.1351,0.0889,123.786,0.066,4.711
10.9,0.27,0.3982,0.1352,0.0926,129.006,0.069,4.715
12.7,0.32,0.4464,0.1352,0.0963,134.226,0.071,4.715
14.5,0.36,0.4904,0.1351,0.1001,139.446,0.074,4.711
16.4,0.41,0.5304,0.1346,0.1038,144.666,0.077,4.693
18.2,0.45,0.5667,0.1336,0.1071,149.140,0.079,4.662
20.0,0.50,0.5997,0.1321,0.1101,153.614,0.081,4.608
21.8,0.55,0.6291,0.1299,0.1126,157.343,0.083,4.533
23.6,0.59,0.6547,0.1272,0.1148,160.325,0.085,4.439
25.4,0.64,0.6770,0.1238,0.1163,162.563,0.086,4.319
27.3,0.68,0.6964,0.1192,0.1167,162.563,0.086,4.159
29.1,0.73,0.7131,0.1126,0.1148,160.325,0.085,3.928
30.9,0.77,0.7273,0.1050,0.1115,155.851,0.083,3.661
32.7,0.82,0.7387,0.0973,0.1077,150.631,0.080,3.394
34.6,0.86,0.7478,0.0894,0.1032,143.920,0.076,3.118
36.3,0.91,0.7570,0.0812,0.0975,135.717,0.072,2.834
38.2,0.95,0.7631,0.0729,0.0912,127.515,0.067,2.544
40.0,1.00,0.7654,0.0644,0.0841,117.075,0.062,2.246
41.8,1.05,0.7630,0.0558,0.0764,106.635,0.056,1.944
43.6,1.09,0.7542,0.0469,0.0678,94.704,0.050,1.637
45.5,1.14,0.7358,0.0378,0.0584,81.281,0.043,1.321
47.3,1.18,0.6986,0.0286,0.0483,67.113,0.036,0.996
49.1,1.23,0.6248,0.0192,0.0377,52.199,0.028,0.667
50.9,1.27,0.4636,0.0097,0.0265,37.285,0.020,0.338
52.7,1.32,-0.0008,0.0000,0.0150,20.880,0.011,0.000
