# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1018,0.0487,67.859,0.162,6.494
0.8,0.03,0.0704,0.1018,0.0498,69.350,0.166,6.494
1.5,0.07,0.1377,0.1018,0.0509,71.587,0.170,6.494
2.3,0.10,0.2017,0.1018,0.0522,73.079,0.174,6.490
3.0,0.14,0.2624,0.1018,0.0534,74.570,0.178,6.490
3.8,0.17,0.3199,0.1017,0.0547,76.807,0.183,6.486
4.5,0.21,0.3742,0.1016,0.0561,78.298,0.187,6.477
5.3,0.24,0.4254,0.1014,0.0574,80.536,0.192,6.463
6.0,0.28,0.4734,0.1009,0.0588,82.027,0.196,6.437
6.8,0.31,0.5185,0.1002,0.0599,83.518,0.200,6.388
7.6,0.34,0.5606,0.0988,0.0607,85.010,0.203,6.299
8.3,0.38,0.5996,0.0968,0.0612,85.755,0.204,6.174
9.1,0.41,0.6354,0.0943,0.0613,85.755,0.205,6.014
9.8,0.45,0.6679,0.0912,0.0612,85.755,0.204,5.818
10.6,0.48,0.6972,0.0877,0.0606,85.010,0.202,5.591
11.3,0.52,0.7232,0.0836,0.0597,83.518,0.199,5.333
12.1,0.55,0.7457,0.0791,0.0585,82.027,0.195,5.044
12.8,0.59,0.7650,0.0741,0.0567,79.044,0.189,4.724
13.6,0.62,0.7811,0.0685,0.0544,76.061,0.182,4.368
14.3,0.65,0.7940,0.0629,0.0518,72.333,0.173,4.008
15.1,0.69,0.8041,0.0571,0.0489,68.604,0.163,3.643
15.9,0.72,0.8120,0.0513,0.0457,64.130,0.153,3.269
16.6,0.76,0.8177,0.0453,0.0420,58.910,0.140,2.887
17.4,0.79,0.8208,0.0392,0.0378,52.945,0.126,2.500
18.1,0.83,0.8206,0.0329,0.0332,46.233,0.111,2.100
18.9,0.86,0.8159,0.0265,0.0280,38.776,0.093,1.690
19.6,0.90,0.7983,0.0200,0.0225,31.319,0.075,1.277
20.4,0.93,0.7547,0.0134,0.0165,23.117,0.055,0.854
21.1,0.96,0.6361,0.0067,0.0102,14.168,0.034,0.431
21.9,1.00,0.0009,0.0000,0.0038,5.220,0.013,0.000
