# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1104,0.0534,5841.813,3.282,129.167
1.7,0.02,0.0357,0.1084,0.0530,5798.562,3.257,126.823
3.3,0.03,0.0709,0.1063,0.0524,5732.941,3.220,124.359
4.9,0.05,0.1056,0.1041,0.0516,5650.168,3.174,121.712
6.5,0.07,0.1396,0.1016,0.0508,5561.430,3.124,118.816
8.2,0.09,0.1728,0.0989,0.0500,5467.471,3.071,115.649
9.8,0.10,0.2048,0.0959,0.0491,5368.293,3.016,112.189
11.4,0.12,0.2358,0.0929,0.0481,5267.624,2.959,108.634
13.1,0.14,0.2658,0.0898,0.0472,5163.972,2.901,104.996
14.7,0.16,0.2946,0.0866,0.0462,5055.099,2.840,101.290
16.3,0.17,0.3221,0.0835,0.0453,4952.193,2.782,97.661
18.0,0.19,0.3485,0.0803,0.0443,4842.575,2.720,93.920
19.6,0.21,0.3728,0.0771,0.0433,4741.905,2.664,90.183
21.2,0.23,0.3933,0.0739,0.0426,4666.590,2.621,86.416
22.9,0.24,0.4119,0.0704,0.0418,4571.140,2.568,82.319
24.5,0.26,0.4270,0.0669,0.0410,4488.368,2.521,78.222
26.2,0.28,0.4396,0.0631,0.0401,4386.952,2.464,73.778
27.8,0.30,0.4508,0.0591,0.0389,4258.692,2.392,69.130
29.4,0.31,0.4598,0.0549,0.0375,4105.078,2.306,64.201
31.0,0.33,0.4645,0.0506,0.0362,3957.429,2.223,59.219
32.7,0.35,0.4664,0.0462,0.0346,3783.681,2.125,54.015
34.3,0.37,0.4626,0.0417,0.0330,3612.916,2.029,48.721
35.9,0.38,0.4552,0.0369,0.0312,3410.831,1.916,43.206
37.6,0.40,0.4401,0.0321,0.0293,3209.492,1.803,37.587
39.2,0.42,0.4153,0.0271,0.0274,2997.713,1.684,31.756
40.9,0.44,0.3778,0.0220,0.0254,2780.715,1.562,25.720
42.5,0.45,0.3234,0.0166,0.0234,2554.768,1.435,19.457
44.1,0.47,0.2462,0.0112,0.0214,2341.498,1.315,13.069
45.7,0.49,0.1417,0.0056,0.0193,2114.805,1.188,6.548
47.4,0.51,-0.0081,-0.0003,0.0183,1997.730,1.122,-0.338
