# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0865,0.0508,156.597,0.149,7.184
1.7,0.04,0.0740,0.0867,0.0520,160.325,0.153,7.202
3.3,0.09,0.1447,0.0869,0.0533,164.054,0.157,7.215
4.9,0.13,0.2121,0.0871,0.0547,168.528,0.161,7.233
6.6,0.18,0.2761,0.0873,0.0561,173.002,0.165,7.251
8.2,0.22,0.3366,0.0875,0.0577,177.477,0.169,7.268
9.9,0.27,0.3936,0.0877,0.0593,182.696,0.174,7.286
11.5,0.31,0.4472,0.0879,0.0611,187.916,0.179,7.300
13.1,0.36,0.4973,0.0881,0.0629,193.136,0.185,7.313
14.8,0.40,0.5441,0.0882,0.0648,199.102,0.190,7.326
16.5,0.44,0.5876,0.0883,0.0667,205.067,0.196,7.335
18.1,0.49,0.6279,0.0883,0.0687,211.033,0.202,7.335
19.7,0.53,0.6651,0.0882,0.0707,217.744,0.208,7.326
21.4,0.58,0.6992,0.0880,0.0726,223.710,0.213,7.313
23.0,0.62,0.7303,0.0875,0.0744,228.930,0.219,7.268
24.7,0.67,0.7586,0.0865,0.0759,233.404,0.223,7.179
26.3,0.71,0.7840,0.0847,0.0767,236.387,0.225,7.037
27.9,0.75,0.8066,0.0820,0.0767,235.641,0.225,6.810
29.6,0.80,0.8264,0.0780,0.0754,231.913,0.222,6.481
31.2,0.84,0.8436,0.0725,0.0724,222.964,0.213,6.018
32.9,0.89,0.8576,0.0658,0.0681,209.542,0.200,5.462
34.5,0.93,0.8681,0.0589,0.0633,194.628,0.186,4.897
36.2,0.98,0.8753,0.0520,0.0580,178.222,0.170,4.319
37.8,1.02,0.8785,0.0450,0.0522,161.071,0.154,3.737
39.5,1.07,0.8757,0.0378,0.0460,141.683,0.135,3.140
41.1,1.11,0.8638,0.0305,0.0392,120.803,0.115,2.535
42.7,1.15,0.8350,0.0231,0.0319,98.432,0.094,1.917
44.4,1.20,0.7630,0.0155,0.0243,74.570,0.071,1.286
46.0,1.24,0.5782,0.0078,0.0167,51.453,0.049,0.645
47.7,1.29,0.0003,0.0000,0.0093,28.337,0.027,0.000
