# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0757,0.0271,1.491,0.012,0.543
0.1,0.02,0.0437,0.0739,0.0271,1.491,0.012,0.529
0.2,0.03,0.0853,0.0721,0.0271,1.491,0.012,0.516
0.3,0.05,0.1249,0.0702,0.0270,1.491,0.012,0.503
0.4,0.06,0.1624,0.0682,0.0269,1.491,0.012,0.489
0.5,0.08,0.1979,0.0662,0.0268,1.491,0.012,0.476
0.6,0.10,0.2313,0.0642,0.0267,1.491,0.012,0.458
0.7,0.11,0.2628,0.0620,0.0265,1.491,0.012,0.445
0.8,0.13,0.2924,0.0599,0.0263,1.491,0.011,0.431
0.9,0.14,0.3200,0.0576,0.0260,1.491,0.011,0.414
1.0,0.16,0.3459,0.0553,0.0256,1.491,0.011,0.396
1.1,0.18,0.3700,0.0530,0.0252,1.491,0.011,0.378
1.2,0.19,0.3922,0.0505,0.0248,1.491,0.011,0.365
1.3,0.21,0.4126,0.0481,0.0243,0.746,0.011,0.347
1.4,0.22,0.4311,0.0455,0.0237,0.746,0.010,0.325
1.5,0.24,0.4476,0.0429,0.0231,0.746,0.010,0.307
1.6,0.26,0.4620,0.0403,0.0224,0.746,0.010,0.289
1.7,0.27,0.4739,0.0375,0.0216,0.746,0.009,0.271
1.8,0.29,0.4832,0.0347,0.0207,0.746,0.009,0.249
1.9,0.30,0.4897,0.0319,0.0198,0.746,0.009,0.227
2.1,0.32,0.4923,0.0289,0.0188,0.746,0.008,0.209
2.1,0.34,0.4899,0.0259,0.0178,0.746,0.008,0.187
2.2,0.35,0.4811,0.0229,0.0168,0.746,0.007,0.165
2.3,0.37,0.4646,0.0198,0.0157,0.746,0.007,0.142
2.5,0.38,0.4383,0.0166,0.0146,0.746,0.006,0.120
2.5,0.40,0.3994,0.0134,0.0134,0.746,0.006,0.098
2.6,0.42,0.3437,0.0101,0.0122,0.746,0.005,0.071
2.7,0.43,0.2652,0.0068,0.0110,0.746,0.005,0.049
2.9,0.45,0.1555,0.0034,0.0098,0.746,0.004,0.022
3.0,0.46,-0.0003,0.0000,0.0085,0.746,0.004,0.000
