# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1041,    0.0710,    590.594,    1.410,    27.641
0.9,    0.03,    0.0443,    0.1038,    0.0694,    577.172,    1.378,    27.552
1.9,    0.06,    0.0905,    0.1033,    0.0677,    563.003,    1.345,    27.441
2.8,    0.09,    0.1385,    0.1028,    0.0660,    548.835,    1.311,    27.290
3.7,    0.12,    0.1882,    0.1020,    0.0643,    534.667,    1.277,    27.099
4.6,    0.15,    0.2397,    0.1011,    0.0625,    519.753,    1.242,    26.854
5.6,    0.18,    0.2926,    0.1000,    0.0608,    505.585,    1.207,    26.547
6.5,    0.21,    0.3464,    0.0985,    0.0590,    491.416,    1.173,    26.169
7.4,    0.24,    0.4004,    0.0968,    0.0573,    477.248,    1.139,    25.711
8.4,    0.27,    0.4537,    0.0948,    0.0557,    463.825,    1.107,    25.168
9.3,    0.30,    0.5055,    0.0923,    0.0542,    450.403,    1.076,    24.523
10.2,    0.33,    0.5546,    0.0896,    0.0527,    437.726,    1.046,    23.785
11.1,    0.36,    0.6001,    0.0864,    0.0512,    425.795,    1.017,    22.939
12.1,    0.39,    0.6413,    0.0829,    0.0498,    413.863,    0.989,    22.001
13.0,    0.41,    0.6784,    0.0790,    0.0483,    401.932,    0.960,    20.982
13.9,    0.44,    0.7113,    0.0749,    0.0468,    389.255,    0.930,    19.884
14.8,    0.47,    0.7399,    0.0704,    0.0451,    375.833,    0.897,    18.705
15.8,    0.50,    0.7645,    0.0657,    0.0433,    360.173,    0.859,    17.433
16.7,    0.53,    0.7847,    0.0607,    0.0413,    343.768,    0.820,    16.125
17.7,    0.56,    0.8019,    0.0557,    0.0391,    325.125,    0.777,    14.795
18.6,    0.59,    0.8166,    0.0506,    0.0367,    305.737,    0.729,    13.429
19.5,    0.62,    0.8281,    0.0453,    0.0341,    283.366,    0.677,    12.041
20.4,    0.65,    0.8352,    0.0400,    0.0312,    259.504,    0.620,    10.622
21.4,    0.68,    0.8376,    0.0346,    0.0281,    234.150,    0.559,    9.177
22.3,    0.71,    0.8343,    0.0290,    0.0247,    205.813,    0.491,    7.704
23.2,    0.74,    0.8198,    0.0234,    0.0211,    175.985,    0.420,    6.210
24.1,    0.77,    0.7849,    0.0177,    0.0173,    143.920,    0.344,    4.688
25.1,    0.80,    0.7123,    0.0118,    0.0133,    110.364,    0.264,    3.145
26.0,    0.83,    0.5472,    0.0059,    0.0090,    75.316,    0.179,    1.579
26.9,    0.86,    -0.0002,    0.0000,    0.0046,    38.776,    0.092,    0.000
