# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1394,0.0725,2378.783,1.747,69.241
1.7,0.03,0.0516,0.1386,0.0713,2337.023,1.717,68.850
3.5,0.05,0.1042,0.1370,0.0698,2288.553,1.681,68.053
5.3,0.08,0.1575,0.1350,0.0682,2235.608,1.642,67.030
7.0,0.11,0.2114,0.1326,0.0665,2181.918,1.602,65.829
8.8,0.13,0.2636,0.1299,0.0653,2143.141,1.574,64.508
10.5,0.16,0.3144,0.1270,0.0643,2107.348,1.548,63.045
12.2,0.19,0.3634,0.1238,0.0632,2073.046,1.523,61.457
14.0,0.21,0.4107,0.1203,0.0621,2037.998,1.497,59.731
15.8,0.24,0.4561,0.1165,0.0610,1999.967,1.469,57.876
17.5,0.27,0.4992,0.1126,0.0598,1960.445,1.440,55.892
19.3,0.29,0.5398,0.1083,0.0585,1919.431,1.410,53.779
21.0,0.32,0.5778,0.1038,0.0572,1874.689,1.377,51.537
22.8,0.34,0.6132,0.0990,0.0557,1825.473,1.341,49.162
24.5,0.37,0.6460,0.0939,0.0540,1770.291,1.300,46.649
26.3,0.40,0.6765,0.0886,0.0521,1708.398,1.255,44.002
28.0,0.42,0.7046,0.0832,0.0501,1642.031,1.206,41.297
29.8,0.45,0.7307,0.0776,0.0479,1569.698,1.153,38.526
31.5,0.48,0.7548,0.0719,0.0455,1490.654,1.095,35.693
33.3,0.50,0.7770,0.0660,0.0428,1404.153,1.031,32.783
35.0,0.53,0.7968,0.0600,0.0399,1310.195,0.962,29.799
36.8,0.56,0.8138,0.0539,0.0369,1208.779,0.888,26.743
38.5,0.58,0.8273,0.0476,0.0336,1101.399,0.809,23.656
40.3,0.61,0.8365,0.0412,0.0301,985.815,0.724,20.471
42.0,0.64,0.8395,0.0347,0.0263,862.775,0.634,17.228
43.8,0.66,0.8330,0.0281,0.0223,732.277,0.538,13.932
45.6,0.69,0.8114,0.0212,0.0181,592.086,0.435,10.551
47.3,0.72,0.7603,0.0143,0.0135,441.454,0.324,7.095
49.0,0.74,0.6184,0.0072,0.0086,283.366,0.208,3.576
50.8,0.77,-0.0034,0.0000,0.0042,137.209,0.101,-0.009
