# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1400,0.0861,1709.890,1.484,49.776
1.5,0.03,0.0448,0.1383,0.0820,1627.863,1.413,49.153
3.0,0.05,0.0927,0.1362,0.0779,1547.327,1.344,48.414
4.4,0.08,0.1431,0.1338,0.0744,1478.723,1.284,47.578
5.9,0.11,0.1945,0.1312,0.0716,1422.050,1.235,46.644
7.4,0.13,0.2463,0.1283,0.0691,1372.833,1.192,45.630
8.9,0.16,0.2980,0.1252,0.0669,1328.837,1.154,44.527
10.4,0.19,0.3491,0.1219,0.0648,1287.824,1.118,43.330
11.8,0.21,0.3991,0.1183,0.0629,1249.047,1.084,42.045
13.3,0.24,0.4474,0.1144,0.0610,1212.508,1.053,40.670
14.8,0.27,0.4935,0.1103,0.0593,1177.460,1.022,39.207
16.3,0.29,0.5370,0.1059,0.0576,1143.904,0.993,37.659
17.8,0.32,0.5774,0.1013,0.0559,1109.601,0.964,36.026
19.3,0.34,0.6146,0.0965,0.0541,1076.045,0.934,34.309
20.7,0.37,0.6484,0.0914,0.0524,1040.251,0.903,32.508
22.2,0.40,0.6789,0.0862,0.0505,1003.712,0.871,30.639
23.7,0.42,0.7067,0.0809,0.0486,964.936,0.838,28.753
25.2,0.45,0.7324,0.0754,0.0464,922.431,0.801,26.818
26.7,0.48,0.7560,0.0699,0.0441,876.943,0.761,24.839
28.2,0.50,0.7775,0.0642,0.0416,826.235,0.717,22.810
29.6,0.53,0.7963,0.0583,0.0389,771.799,0.670,20.733
31.1,0.56,0.8123,0.0524,0.0359,713.635,0.619,18.611
32.6,0.58,0.8251,0.0462,0.0327,649.505,0.564,16.436
34.1,0.61,0.8339,0.0400,0.0293,581.646,0.505,14.217
35.6,0.64,0.8355,0.0336,0.0256,509.313,0.442,11.961
37.1,0.66,0.8262,0.0272,0.0218,433.252,0.376,9.657
38.5,0.69,0.8003,0.0205,0.0177,351.225,0.305,7.295
40.0,0.72,0.7444,0.0138,0.0133,263.232,0.229,4.902
41.5,0.74,0.5966,0.0069,0.0086,171.511,0.149,2.469
43.0,0.77,-0.0045,0.0000,0.0043,85.755,0.075,-0.009
