# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0839,0.0370,276.655,0.881,22.944
0.6,0.02,0.0512,0.0829,0.0356,266.215,0.847,22.664
1.2,0.04,0.1026,0.0816,0.0350,261.741,0.833,22.330
1.8,0.07,0.1539,0.0803,0.0344,257.266,0.819,21.965
2.4,0.09,0.2052,0.0789,0.0338,252.792,0.805,21.574
3.0,0.11,0.2561,0.0773,0.0332,248.318,0.790,21.151
3.6,0.13,0.3064,0.0757,0.0326,243.844,0.776,20.698
4.2,0.15,0.3554,0.0739,0.0320,239.370,0.762,20.213
4.8,0.18,0.4027,0.0720,0.0315,234.895,0.749,19.692
5.4,0.20,0.4473,0.0699,0.0310,231.167,0.737,19.132
6.0,0.22,0.4892,0.0677,0.0305,227.438,0.725,18.527
6.6,0.24,0.5284,0.0654,0.0299,223.710,0.713,17.882
7.2,0.26,0.5652,0.0628,0.0294,219.236,0.698,17.188
7.8,0.29,0.5995,0.0601,0.0287,214.016,0.682,16.427
8.4,0.31,0.6310,0.0570,0.0278,208.050,0.662,15.587
9.0,0.33,0.6591,0.0538,0.0269,201.339,0.641,14.715
9.6,0.35,0.6812,0.0505,0.0261,194.628,0.621,13.803
10.2,0.37,0.7004,0.0471,0.0251,187.916,0.598,12.873
10.8,0.40,0.7170,0.0436,0.0241,179.714,0.573,11.917
11.4,0.42,0.7306,0.0400,0.0229,170.765,0.545,10.943
12.0,0.44,0.7410,0.0364,0.0216,161.071,0.514,9.942
12.6,0.46,0.7476,0.0326,0.0202,150.631,0.480,8.919
13.2,0.48,0.7487,0.0288,0.0186,139.446,0.443,7.873
13.8,0.51,0.7419,0.0249,0.0170,126.769,0.404,6.806
14.4,0.53,0.7262,0.0209,0.0152,113.346,0.362,5.716
15.0,0.55,0.6971,0.0169,0.0133,99.178,0.316,4.608
15.6,0.57,0.6460,0.0127,0.0113,84.264,0.268,3.483
16.2,0.59,0.5558,0.0085,0.0091,68.604,0.217,2.335
16.9,0.62,0.3837,0.0043,0.0069,51.453,0.164,1.170
17.4,0.64,-0.0077,-0.0001,0.0045,33.556,0.108,-0.013
