# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0801,0.0264,1612.203,1.711,75.887
1.2,0.02,0.0568,0.0785,0.0260,1589.086,1.686,74.379
2.4,0.04,0.1127,0.0768,0.0256,1566.715,1.662,72.786
3.6,0.06,0.1675,0.0751,0.0252,1545.090,1.639,71.114
4.9,0.08,0.2209,0.0732,0.0249,1522.719,1.616,69.348
6.1,0.09,0.2727,0.0713,0.0245,1501.094,1.593,67.506
7.3,0.11,0.3225,0.0692,0.0242,1479.469,1.570,65.571
8.5,0.13,0.3702,0.0671,0.0238,1457.098,1.546,63.534
9.7,0.15,0.4156,0.0648,0.0234,1433.981,1.521,61.408
10.9,0.17,0.4585,0.0625,0.0230,1408.627,1.495,59.179
12.1,0.19,0.4986,0.0600,0.0226,1382.528,1.467,56.853
13.3,0.21,0.5359,0.0575,0.0222,1355.682,1.438,54.455
14.6,0.23,0.5706,0.0549,0.0217,1325.854,1.407,51.991
15.8,0.24,0.6030,0.0522,0.0211,1293.044,1.372,49.460
17.0,0.26,0.6332,0.0495,0.0205,1256.504,1.333,46.862
18.2,0.28,0.6612,0.0467,0.0199,1216.236,1.290,44.198
19.4,0.30,0.6870,0.0438,0.0191,1170.749,1.243,41.462
20.6,0.32,0.7102,0.0408,0.0183,1122.278,1.191,38.664
21.8,0.34,0.7306,0.0378,0.0175,1070.079,1.135,35.799
23.0,0.36,0.7481,0.0347,0.0165,1011.915,1.074,32.855
24.3,0.38,0.7625,0.0315,0.0155,949.276,1.008,29.852
25.5,0.39,0.7734,0.0283,0.0144,882.163,0.936,26.783
26.7,0.41,0.7792,0.0250,0.0133,810.576,0.860,23.673
27.9,0.43,0.7784,0.0216,0.0120,733.769,0.779,20.475
29.1,0.45,0.7681,0.0182,0.0107,652.487,0.692,17.219
30.3,0.47,0.7465,0.0147,0.0092,564.495,0.599,13.901
31.5,0.49,0.7052,0.0111,0.0077,469.791,0.499,10.516
32.8,0.51,0.6221,0.0075,0.0061,372.104,0.395,7.068
34.0,0.53,0.4450,0.0038,0.0044,272.180,0.288,3.563
35.2,0.54,-0.0008,0.0000,0.0030,184.934,0.196,-0.004
