# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0818,0.0242,2703.908,2.348,115.832
1.2,0.01,0.0495,0.0798,0.0240,2678.554,2.325,112.936
2.4,0.03,0.0974,0.0777,0.0237,2650.963,2.302,109.996
3.5,0.04,0.1437,0.0756,0.0235,2621.881,2.276,106.993
4.7,0.06,0.1884,0.0734,0.0232,2590.561,2.249,103.928
5.9,0.07,0.2314,0.0712,0.0229,2557.005,2.220,100.797
7.1,0.09,0.2727,0.0690,0.0226,2521.211,2.188,97.598
8.2,0.10,0.3123,0.0666,0.0222,2481.689,2.154,94.325
9.4,0.12,0.3503,0.0643,0.0218,2438.439,2.117,90.975
10.6,0.13,0.3868,0.0619,0.0214,2390.714,2.076,87.537
11.8,0.15,0.4215,0.0594,0.0209,2340.006,2.031,84.022
12.9,0.16,0.4545,0.0568,0.0205,2284.824,1.984,80.428
14.1,0.18,0.4856,0.0542,0.0199,2225.914,1.932,76.754
15.2,0.19,0.5148,0.0516,0.0194,2163.275,1.878,72.986
16.5,0.21,0.5419,0.0488,0.0188,2096.162,1.820,69.130
17.6,0.22,0.5669,0.0461,0.0181,2024.575,1.757,65.180
18.8,0.24,0.5895,0.0432,0.0174,1947.768,1.691,61.136
19.9,0.25,0.6091,0.0403,0.0167,1867.232,1.621,57.000
21.1,0.27,0.6253,0.0373,0.0160,1782.968,1.548,52.769
22.3,0.28,0.6377,0.0342,0.0152,1694.230,1.471,48.450
23.5,0.30,0.6452,0.0311,0.0143,1602.509,1.391,44.046
24.6,0.31,0.6471,0.0279,0.0135,1506.314,1.308,39.545
25.8,0.33,0.6420,0.0247,0.0126,1405.644,1.220,34.941
27.0,0.34,0.6278,0.0214,0.0116,1300.501,1.129,30.248
28.2,0.36,0.6009,0.0180,0.0107,1193.120,1.036,25.457
29.3,0.37,0.5567,0.0145,0.0097,1083.502,0.941,20.560
30.5,0.39,0.4888,0.0110,0.0087,971.647,0.843,15.560
31.7,0.40,0.3867,0.0074,0.0077,857.555,0.744,10.462
32.9,0.42,0.2332,0.0037,0.0066,741.971,0.644,5.262
34.0,0.43,-0.0018,0.0000,0.0056,630.862,0.547,-0.031
