# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0951,0.0314,2307.195,2.203,99.920
1.4,0.02,0.0583,0.0933,0.0314,2302.721,2.199,97.977
2.7,0.04,0.1146,0.0913,0.0313,2294.519,2.191,95.917
4.1,0.06,0.1688,0.0893,0.0311,2284.079,2.181,93.760
5.5,0.08,0.2209,0.0871,0.0310,2271.402,2.169,91.491
6.8,0.10,0.2709,0.0849,0.0307,2255.742,2.154,89.125
8.2,0.12,0.3187,0.0825,0.0305,2237.100,2.136,86.642
9.6,0.14,0.3641,0.0800,0.0302,2215.474,2.116,84.049
11.0,0.16,0.4074,0.0774,0.0298,2188.629,2.090,81.287
12.3,0.18,0.4486,0.0745,0.0294,2153.581,2.056,78.284
13.7,0.20,0.4877,0.0716,0.0288,2114.059,2.018,75.193
15.1,0.22,0.5249,0.0686,0.0282,2069.317,1.976,72.012
16.5,0.24,0.5598,0.0655,0.0275,2020.847,1.930,68.756
17.8,0.26,0.5925,0.0623,0.0268,1967.902,1.879,65.411
19.2,0.27,0.6231,0.0590,0.0260,1909.737,1.823,61.986
20.6,0.29,0.6519,0.0557,0.0251,1844.861,1.762,58.481
21.9,0.31,0.6788,0.0522,0.0242,1773.274,1.693,54.869
23.3,0.33,0.7035,0.0487,0.0231,1694.976,1.618,51.146
24.7,0.35,0.7257,0.0451,0.0220,1610.712,1.538,47.365
26.1,0.37,0.7451,0.0414,0.0207,1520.482,1.452,43.486
27.4,0.39,0.7610,0.0376,0.0194,1424.287,1.360,39.522
28.8,0.41,0.7731,0.0338,0.0180,1322.126,1.262,35.497
30.2,0.43,0.7803,0.0299,0.0165,1213.254,1.159,31.387
31.5,0.45,0.7810,0.0259,0.0150,1097.670,1.048,27.174
32.9,0.47,0.7724,0.0218,0.0133,974.630,0.931,22.882
34.3,0.49,0.7510,0.0176,0.0115,845.624,0.807,18.522
35.6,0.51,0.7081,0.0134,0.0097,708.415,0.676,14.070
37.0,0.53,0.6242,0.0091,0.0077,565.241,0.540,9.528
38.4,0.55,0.4358,0.0046,0.0059,430.269,0.411,4.880
39.7,0.57,-0.0035,0.0000,0.0041,301.263,0.288,-0.027
