# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1584,    0.3104,    5027.509,    2.087,    35.612
3.0,    0.04,    0.0224,    0.1588,    0.2997,    4854.506,    2.015,    35.693
6.1,    0.08,    0.0466,    0.1591,    0.2887,    4675.538,    1.941,    35.759
9.1,    0.13,    0.0727,    0.1593,    0.2779,    4500.299,    1.868,    35.804
12.2,    0.17,    0.1013,    0.1593,    0.2661,    4309.400,    1.789,    35.813
15.2,    0.21,    0.1327,    0.1592,    0.2535,    4106.569,    1.705,    35.777
18.3,    0.25,    0.1672,    0.1588,    0.2410,    3903.739,    1.621,    35.706
21.3,    0.30,    0.2050,    0.1584,    0.2286,    3702.400,    1.537,    35.599
24.4,    0.34,    0.2476,    0.1576,    0.2153,    3486.893,    1.448,    35.421
27.4,    0.38,    0.2943,    0.1561,    0.2019,    3269.894,    1.358,    35.092
30.4,    0.42,    0.3459,    0.1539,    0.1881,    3046.930,    1.265,    34.598
33.5,    0.47,    0.4010,    0.1512,    0.1753,    2839.625,    1.179,    33.980
36.6,    0.51,    0.4594,    0.1478,    0.1632,    2643.506,    1.097,    33.210
39.6,    0.55,    0.5202,    0.1436,    0.1517,    2457.081,    1.020,    32.276
42.6,    0.59,    0.5823,    0.1387,    0.1410,    2283.333,    0.948,    31.169
45.7,    0.63,    0.6437,    0.1329,    0.1309,    2120.025,    0.880,    29.861
48.7,    0.68,    0.7011,    0.1260,    0.1216,    1968.648,    0.817,    28.317
51.8,    0.72,    0.7500,    0.1180,    0.1131,    1830.693,    0.760,    26.516
54.9,    0.76,    0.7867,    0.1094,    0.1058,    1714.364,    0.712,    24.594
57.9,    0.80,    0.8150,    0.1000,    0.0986,    1596.543,    0.663,    22.486
60.9,    0.85,    0.8364,    0.0909,    0.0919,    1487.671,    0.618,    20.426
64.0,    0.89,    0.8550,    0.0817,    0.0848,    1373.579,    0.570,    18.358
67.0,    0.93,    0.8715,    0.0723,    0.0771,    1249.047,    0.519,    16.245
70.1,    0.97,    0.8858,    0.0627,    0.0688,    1114.076,    0.463,    14.088
73.1,    1.01,    0.8975,    0.0528,    0.0597,    967.173,    0.401,    11.868
76.2,    1.06,    0.9041,    0.0427,    0.0499,    809.084,    0.336,    9.604
79.2,    1.10,    0.9017,    0.0324,    0.0395,    639.810,    0.266,    7.286
82.3,    1.14,    0.8829,    0.0220,    0.0284,    460.097,    0.191,    4.938
85.3,    1.18,    0.8119,    0.0112,    0.0163,    263.978,    0.109,    2.509
88.3,    1.23,    -0.0097,    0.0000,    0.0038,    61.147,    0.025,    -0.009
