# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.2775,    0.1865,    279.637,    0.092,    8.465
2.1,    0.04,    0.0602,    0.2773,    0.1910,    286.349,    0.094,    8.461
4.1,    0.08,    0.1175,    0.2771,    0.1956,    293.060,    0.096,    8.452
6.1,    0.12,    0.1719,    0.2767,    0.2003,    299.771,    0.099,    8.443
8.1,    0.17,    0.2235,    0.2762,    0.2051,    307.228,    0.101,    8.425
10.2,    0.21,    0.2723,    0.2755,    0.2098,    313.940,    0.103,    8.407
12.2,    0.25,    0.3186,    0.2746,    0.2145,    321.397,    0.106,    8.376
14.3,    0.29,    0.3623,    0.2731,    0.2188,    328.108,    0.108,    8.332
16.3,    0.33,    0.4038,    0.2708,    0.2225,    333.328,    0.110,    8.260
18.3,    0.37,    0.4432,    0.2670,    0.2249,    337.056,    0.111,    8.145
20.4,    0.41,    0.4813,    0.2601,    0.2241,    335.565,    0.110,    7.936
22.4,    0.46,    0.5186,    0.2492,    0.2192,    328.108,    0.108,    7.602
24.5,    0.50,    0.5535,    0.2381,    0.2141,    320.651,    0.106,    7.264
26.5,    0.54,    0.5862,    0.2267,    0.2085,    312.448,    0.103,    6.917
28.5,    0.58,    0.6171,    0.2149,    0.2022,    302.754,    0.100,    6.557
30.5,    0.62,    0.6462,    0.2028,    0.1952,    292.314,    0.096,    6.187
32.6,    0.66,    0.6731,    0.1903,    0.1876,    281.129,    0.093,    5.805
34.6,    0.71,    0.6976,    0.1775,    0.1794,    268.452,    0.088,    5.413
36.7,    0.75,    0.7198,    0.1644,    0.1705,    255.775,    0.084,    5.013
38.7,    0.79,    0.7389,    0.1509,    0.1609,    240.861,    0.079,    4.604
40.7,    0.83,    0.7541,    0.1370,    0.1507,    225.947,    0.074,    4.181
42.8,    0.87,    0.7655,    0.1228,    0.1397,    209.542,    0.069,    3.745
44.8,    0.91,    0.7711,    0.1083,    0.1281,    191.645,    0.063,    3.305
46.8,    0.95,    0.7682,    0.0934,    0.1160,    173.748,    0.057,    2.851
48.9,    1.00,    0.7535,    0.0784,    0.1035,    155.106,    0.051,    2.389
50.9,    1.04,    0.7214,    0.0629,    0.0904,    135.717,    0.045,    1.922
53.0,    1.08,    0.6620,    0.0473,    0.0770,    115.583,    0.038,    1.441
55.0,    1.12,    0.5549,    0.0315,    0.0635,    95.450,    0.031,    0.961
57.0,    1.16,    0.3602,    0.0155,    0.0499,    74.570,    0.025,    0.472
59.1,    1.20,    0.0003,    0.0000,    0.0369,    55.182,    0.018,    0.000
