# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1590,    0.0868,    2459.318,    1.174,    59.121
2.2,    0.03,    0.0529,    0.1587,    0.0864,    2447.387,    1.169,    59.015
4.4,    0.06,    0.1061,    0.1582,    0.0859,    2434.710,    1.162,    58.837
6.6,    0.09,    0.1593,    0.1575,    0.0854,    2420.542,    1.156,    58.583
8.8,    0.12,    0.2124,    0.1556,    0.0844,    2392.205,    1.142,    57.867
11.0,    0.14,    0.2648,    0.1515,    0.0824,    2335.532,    1.115,    56.355
13.2,    0.17,    0.3163,    0.1479,    0.0808,    2289.299,    1.093,    54.993
15.4,    0.20,    0.3642,    0.1438,    0.0796,    2255.742,    1.077,    53.477
17.6,    0.23,    0.4100,    0.1395,    0.0784,    2222.186,    1.061,    51.893
19.8,    0.26,    0.4530,    0.1343,    0.0769,    2178.189,    1.040,    49.962
21.9,    0.29,    0.4935,    0.1289,    0.0752,    2131.956,    1.018,    47.943
24.1,    0.32,    0.5317,    0.1234,    0.0735,    2083.485,    0.995,    45.883
26.3,    0.35,    0.5684,    0.1184,    0.0720,    2039.489,    0.974,    44.020
28.5,    0.37,    0.6017,    0.1125,    0.0700,    1984.307,    0.947,    41.853
30.7,    0.40,    0.6325,    0.1065,    0.0679,    1923.906,    0.918,    39.603
32.9,    0.43,    0.6605,    0.1005,    0.0657,    1862.013,    0.889,    37.365
35.1,    0.46,    0.6855,    0.0942,    0.0633,    1794.154,    0.857,    35.030
37.3,    0.49,    0.7073,    0.0880,    0.0609,    1725.550,    0.824,    32.712
39.5,    0.52,    0.7296,    0.0815,    0.0579,    1639.794,    0.783,    30.292
41.7,    0.55,    0.7389,    0.0753,    0.0557,    1579.392,    0.754,    27.988
43.9,    0.58,    0.7482,    0.0688,    0.0530,    1501.840,    0.717,    25.595
46.1,    0.60,    0.7574,    0.0618,    0.0493,    1397.442,    0.667,    22.966
48.3,    0.63,    0.7681,    0.0539,    0.0445,    1260.233,    0.602,    20.053
50.5,    0.66,    0.7573,    0.0472,    0.0413,    1170.003,    0.559,    17.557
52.7,    0.69,    0.7312,    0.0406,    0.0383,    1086.485,    0.519,    15.084
54.9,    0.72,    0.7272,    0.0313,    0.0310,    877.689,    0.419,    11.632
57.0,    0.75,    0.6613,    0.0235,    0.0266,    753.903,    0.360,    8.741
59.2,    0.78,    0.4931,    0.0164,    0.0258,    730.786,    0.349,    6.085
61.4,    0.81,    0.3556,    0.0088,    0.0199,    563.749,    0.269,    3.261
63.7,    0.84,    0.0053,    0.0001,    0.0123,    347.496,    0.166,    0.031
