# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1330,0.0667,3358.632,2.138,87.915
2.6,0.03,0.0665,0.1331,0.0684,3443.642,2.192,87.981
5.2,0.07,0.1298,0.1332,0.0702,3534.617,2.250,88.048
7.8,0.10,0.1897,0.1333,0.0720,3629.321,2.311,88.115
10.4,0.14,0.2463,0.1334,0.0741,3730.736,2.375,88.177
13.0,0.17,0.2997,0.1335,0.0761,3834.389,2.441,88.230
15.6,0.21,0.3499,0.1335,0.0783,3942.515,2.510,88.275
18.2,0.24,0.3973,0.1336,0.0804,4052.879,2.580,88.302
20.8,0.27,0.4417,0.1336,0.0827,4165.479,2.652,88.297
23.4,0.31,0.4835,0.1335,0.0849,4278.826,2.724,88.253
26.1,0.34,0.5227,0.1333,0.0872,4392.172,2.796,88.146
28.7,0.38,0.5596,0.1330,0.0893,4501.044,2.865,87.897
31.2,0.41,0.5942,0.1320,0.0912,4592.020,2.924,87.301
33.8,0.44,0.6290,0.1284,0.0907,4571.140,2.910,84.912
36.5,0.48,0.6627,0.1236,0.0893,4497.316,2.863,81.732
39.1,0.51,0.6936,0.1184,0.0875,4407.086,2.806,78.244
41.7,0.55,0.7230,0.1123,0.0850,4279.572,2.725,74.241
44.3,0.58,0.7506,0.1052,0.0815,4103.586,2.613,69.566
46.9,0.62,0.7763,0.0975,0.0773,3891.808,2.478,64.446
49.5,0.65,0.7993,0.0896,0.0728,3666.606,2.334,59.219
52.1,0.68,0.8202,0.0816,0.0680,3427.237,2.182,53.952
54.7,0.72,0.8387,0.0735,0.0629,3167.733,2.016,48.566
57.3,0.75,0.8553,0.0651,0.0572,2882.130,1.835,43.019
59.9,0.79,0.8695,0.0565,0.0511,2574.156,1.639,37.365
62.5,0.82,0.8794,0.0478,0.0445,2243.811,1.429,31.569
65.1,0.85,0.8786,0.0388,0.0377,1899.298,1.209,25.626
67.7,0.89,0.8592,0.0295,0.0305,1537.633,0.979,19.510
70.3,0.92,0.7996,0.0199,0.0230,1159.563,0.738,13.180
72.9,0.96,0.6337,0.0102,0.0153,772.545,0.492,6.712
75.5,0.99,-0.0064,-0.0001,0.0079,400.441,0.255,-0.036
