# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0972,0.0463,46.233,0.074,4.035
0.8,0.03,0.0683,0.0971,0.0472,46.979,0.075,4.035
1.6,0.07,0.1337,0.0971,0.0482,48.470,0.077,4.035
2.4,0.10,0.1961,0.0971,0.0493,49.216,0.079,4.035
3.2,0.13,0.2556,0.0970,0.0503,50.708,0.080,4.030
4.0,0.17,0.3121,0.0969,0.0515,51.453,0.082,4.026
4.8,0.20,0.3656,0.0967,0.0526,52.945,0.084,4.017
5.6,0.23,0.4161,0.0965,0.0538,53.690,0.086,4.008
6.4,0.27,0.4637,0.0962,0.0550,55.182,0.088,3.995
7.2,0.30,0.5084,0.0957,0.0562,56.673,0.090,3.977
8.0,0.33,0.5502,0.0950,0.0572,57.419,0.091,3.946
8.8,0.36,0.5893,0.0937,0.0580,58.165,0.093,3.892
9.6,0.40,0.6257,0.0918,0.0584,58.910,0.093,3.817
10.4,0.43,0.6591,0.0893,0.0584,58.910,0.093,3.710
11.2,0.46,0.6894,0.0860,0.0579,58.165,0.092,3.572
12.0,0.50,0.7166,0.0811,0.0563,56.673,0.090,3.367
12.8,0.53,0.7395,0.0760,0.0545,54.436,0.087,3.158
13.6,0.56,0.7587,0.0708,0.0526,52.945,0.084,2.940
14.4,0.60,0.7739,0.0655,0.0505,50.708,0.081,2.722
15.2,0.63,0.7856,0.0602,0.0483,48.470,0.077,2.500
16.0,0.66,0.7941,0.0547,0.0457,45.488,0.073,2.273
16.8,0.70,0.7996,0.0491,0.0428,42.505,0.068,2.037
17.6,0.73,0.8023,0.0433,0.0394,39.522,0.063,1.802
18.4,0.76,0.8029,0.0375,0.0356,35.794,0.057,1.557
19.2,0.80,0.7995,0.0314,0.0313,31.319,0.050,1.308
20.0,0.83,0.7894,0.0253,0.0265,26.845,0.042,1.050
20.8,0.86,0.7635,0.0190,0.0215,21.625,0.034,0.792
21.6,0.90,0.6871,0.0127,0.0165,16.405,0.026,0.529
22.4,0.93,0.5017,0.0064,0.0118,11.931,0.019,0.262
23.2,0.96,-0.0026,0.0000,0.0072,7.457,0.011,0.000
