# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0974,0.0369,14.914,0.047,2.576
0.4,0.02,0.0625,0.0962,0.0372,14.914,0.048,2.544
0.7,0.05,0.1222,0.0947,0.0375,14.914,0.048,2.504
1.1,0.07,0.1793,0.0932,0.0377,14.914,0.048,2.464
1.5,0.10,0.2335,0.0914,0.0379,14.914,0.049,2.420
1.8,0.12,0.2848,0.0896,0.0380,15.660,0.049,2.366
2.2,0.15,0.3332,0.0875,0.0381,15.660,0.049,2.313
2.6,0.17,0.3787,0.0853,0.0381,15.660,0.049,2.255
3.0,0.19,0.4211,0.0829,0.0381,15.660,0.049,2.193
3.3,0.22,0.4604,0.0803,0.0380,15.660,0.049,2.126
3.7,0.24,0.4965,0.0776,0.0378,14.914,0.048,2.051
4.1,0.27,0.5296,0.0747,0.0375,14.914,0.048,1.975
4.4,0.29,0.5595,0.0716,0.0371,14.914,0.048,1.895
4.8,0.31,0.5863,0.0683,0.0366,14.914,0.047,1.806
5.1,0.34,0.6100,0.0649,0.0360,14.168,0.046,1.717
5.5,0.36,0.6307,0.0612,0.0352,14.168,0.045,1.619
5.9,0.39,0.6485,0.0575,0.0343,14.168,0.044,1.521
6.3,0.41,0.6635,0.0536,0.0332,13.423,0.043,1.419
6.6,0.44,0.6764,0.0497,0.0320,12.677,0.041,1.312
7.0,0.46,0.6869,0.0456,0.0305,11.931,0.039,1.205
7.4,0.48,0.6953,0.0415,0.0288,11.931,0.037,1.099
7.7,0.51,0.7010,0.0372,0.0269,11.185,0.035,0.983
8.1,0.53,0.7033,0.0328,0.0248,9.694,0.032,0.867
8.5,0.56,0.7029,0.0283,0.0224,8.948,0.029,0.752
8.9,0.58,0.6958,0.0238,0.0198,8.203,0.025,0.627
9.2,0.60,0.6774,0.0191,0.0171,6.711,0.022,0.507
9.6,0.63,0.6411,0.0144,0.0141,5.966,0.018,0.383
10.0,0.65,0.5723,0.0097,0.0110,4.474,0.014,0.258
10.3,0.68,0.4181,0.0048,0.0078,2.983,0.010,0.129
10.7,0.70,0.0001,0.0000,0.0049,2.237,0.006,0.000
