# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0878,0.0363,2.237,0.006,0.476
0.3,0.03,0.0629,0.0870,0.0367,2.237,0.006,0.472
0.6,0.05,0.1233,0.0859,0.0370,2.237,0.006,0.467
0.9,0.08,0.1810,0.0845,0.0372,2.237,0.006,0.458
1.3,0.11,0.2361,0.0829,0.0373,2.237,0.006,0.449
1.6,0.13,0.2883,0.0810,0.0373,2.237,0.006,0.440
1.9,0.16,0.3376,0.0788,0.0371,2.237,0.006,0.427
2.2,0.19,0.3839,0.0763,0.0369,2.237,0.006,0.414
2.5,0.21,0.4271,0.0737,0.0366,2.237,0.006,0.400
2.8,0.24,0.4670,0.0709,0.0363,2.237,0.006,0.387
3.1,0.27,0.5036,0.0682,0.0359,2.237,0.006,0.369
3.4,0.29,0.5367,0.0653,0.0355,2.237,0.005,0.356
3.8,0.32,0.5664,0.0623,0.0350,2.237,0.005,0.338
4.1,0.34,0.5927,0.0593,0.0345,2.237,0.005,0.325
4.4,0.37,0.6158,0.0562,0.0339,2.237,0.005,0.307
4.7,0.40,0.6359,0.0530,0.0332,2.237,0.005,0.289
5.1,0.42,0.6530,0.0497,0.0323,2.237,0.005,0.271
5.4,0.45,0.6672,0.0464,0.0314,2.237,0.005,0.254
5.7,0.48,0.6787,0.0430,0.0302,2.237,0.005,0.236
6.0,0.50,0.6886,0.0395,0.0289,2.237,0.004,0.214
6.3,0.53,0.6962,0.0359,0.0274,1.491,0.004,0.196
6.6,0.56,0.7013,0.0322,0.0256,1.491,0.004,0.173
6.9,0.58,0.7031,0.0285,0.0236,1.491,0.004,0.156
7.2,0.61,0.7013,0.0246,0.0214,1.491,0.003,0.133
7.6,0.64,0.6942,0.0206,0.0189,1.491,0.003,0.111
7.9,0.66,0.6759,0.0166,0.0163,0.746,0.002,0.089
8.2,0.69,0.6397,0.0126,0.0136,0.746,0.002,0.067
8.5,0.72,0.5706,0.0085,0.0106,0.746,0.002,0.044
8.8,0.74,0.4195,0.0042,0.0075,0.746,0.001,0.022
9.1,0.77,-0.0016,0.0000,0.0046,0.000,0.001,0.000
