# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0942,    0.0417,    3487.638,    3.028,    105.801
1.6,    0.02,    0.0485,    0.0929,    0.0413,    3454.828,    2.999,    104.382
3.2,    0.04,    0.0986,    0.0913,    0.0399,    3339.990,    2.899,    102.585
4.8,    0.06,    0.1496,    0.0895,    0.0386,    3234.100,    2.808,    100.543
6.4,    0.09,    0.2010,    0.0876,    0.0375,    3141.634,    2.727,    98.404
8.0,    0.11,    0.2523,    0.0856,    0.0365,    3057.369,    2.654,    96.153
9.6,    0.13,    0.3030,    0.0835,    0.0356,    2979.071,    2.586,    93.795
11.2,    0.15,    0.3529,    0.0813,    0.0347,    2905.992,    2.522,    91.318
12.8,    0.17,    0.4014,    0.0789,    0.0339,    2835.151,    2.461,    88.693
14.4,    0.19,    0.4479,    0.0765,    0.0331,    2769.529,    2.404,    85.913
16.0,    0.22,    0.4918,    0.0738,    0.0323,    2706.145,    2.350,    82.973
17.7,    0.24,    0.5330,    0.0711,    0.0316,    2644.252,    2.296,    79.863
19.3,    0.26,    0.5715,    0.0682,    0.0308,    2579.376,    2.239,    76.581
20.8,    0.28,    0.6069,    0.0651,    0.0300,    2513.009,    2.181,    73.124
22.4,    0.30,    0.6392,    0.0618,    0.0291,    2439.930,    2.118,    69.437
24.1,    0.32,    0.6686,    0.0583,    0.0282,    2359.394,    2.048,    65.562
25.7,    0.34,    0.6956,    0.0548,    0.0271,    2271.402,    1.972,    61.559
27.3,    0.37,    0.7208,    0.0511,    0.0260,    2173.715,    1.887,    57.458
28.9,    0.39,    0.7434,    0.0474,    0.0247,    2069.317,    1.796,    53.272
30.5,    0.41,    0.7616,    0.0436,    0.0234,    1958.954,    1.701,    48.957
32.1,    0.43,    0.7761,    0.0396,    0.0220,    1841.879,    1.599,    44.544
33.7,    0.45,    0.7875,    0.0356,    0.0205,    1712.873,    1.487,    40.038
35.3,    0.47,    0.7951,    0.0315,    0.0188,    1571.935,    1.365,    35.421
36.9,    0.50,    0.7978,    0.0273,    0.0170,    1419.813,    1.232,    30.697
38.5,    0.52,    0.7938,    0.0230,    0.0150,    1255.013,    1.089,    25.871
40.1,    0.54,    0.7794,    0.0186,    0.0129,    1077.536,    0.935,    20.938
41.7,    0.56,    0.7471,    0.0142,    0.0106,    888.129,    0.771,    15.902
43.3,    0.58,    0.6759,    0.0096,    0.0082,    689.027,    0.598,    10.756
44.9,    0.60,    0.5013,    0.0048,    0.0058,    487.688,    0.423,    5.445
46.5,    0.62,    -0.0007,    0.0000,    0.0037,    313.194,    0.272,    -0.004
