# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0860,    0.0425,    1369.105,    1.634,    51.141
1.2,    0.02,    0.0455,    0.0849,    0.0402,    1293.789,    1.544,    50.470
2.3,    0.04,    0.0930,    0.0836,    0.0386,    1244.573,    1.485,    49.664
3.5,    0.06,    0.1423,    0.0821,    0.0372,    1199.085,    1.431,    48.797
4.6,    0.09,    0.1926,    0.0805,    0.0360,    1158.072,    1.383,    47.854
5.8,    0.11,    0.2432,    0.0788,    0.0348,    1122.278,    1.340,    46.844
7.0,    0.13,    0.2937,    0.0770,    0.0338,    1089.468,    1.301,    45.754
8.1,    0.15,    0.3433,    0.0750,    0.0329,    1059.640,    1.265,    44.598
9.3,    0.17,    0.3918,    0.0730,    0.0320,    1032.049,    1.232,    43.357
10.5,    0.19,    0.4389,    0.0707,    0.0312,    1004.458,    1.199,    42.040
11.7,    0.22,    0.4842,    0.0684,    0.0304,    978.358,    1.168,    40.643
12.8,    0.24,    0.5275,    0.0659,    0.0296,    951.513,    1.136,    39.162
14.0,    0.26,    0.5696,    0.0633,    0.0287,    923.176,    1.102,    37.601
15.2,    0.28,    0.6089,    0.0605,    0.0278,    894.094,    1.067,    35.942
16.3,    0.30,    0.6430,    0.0575,    0.0269,    866.503,    1.034,    34.153
17.5,    0.32,    0.6721,    0.0543,    0.0261,    838.912,    1.001,    32.254
18.6,    0.34,    0.6972,    0.0510,    0.0251,    809.830,    0.967,    30.283
19.8,    0.37,    0.7202,    0.0475,    0.0241,    777.019,    0.928,    28.255
21.0,    0.39,    0.7410,    0.0441,    0.0230,    741.226,    0.885,    26.182
22.1,    0.41,    0.7586,    0.0405,    0.0218,    702.449,    0.838,    24.056
23.3,    0.43,    0.7706,    0.0368,    0.0205,    661.436,    0.790,    21.872
24.5,    0.45,    0.7792,    0.0331,    0.0192,    617.439,    0.737,    19.648
25.7,    0.47,    0.7835,    0.0292,    0.0176,    568.223,    0.678,    17.370
26.8,    0.49,    0.7823,    0.0253,    0.0160,    515.279,    0.615,    15.039
28.0,    0.52,    0.7733,    0.0213,    0.0142,    457.860,    0.547,    12.660
29.1,    0.54,    0.7525,    0.0172,    0.0123,    395.967,    0.473,    10.235
30.3,    0.56,    0.7113,    0.0130,    0.0103,    330.345,    0.394,    7.753
31.5,    0.58,    0.6286,    0.0088,    0.0081,    261.741,    0.312,    5.222
32.6,    0.60,    0.4478,    0.0044,    0.0060,    192.391,    0.229,    2.633
33.8,    0.62,    -0.0003,    0.0000,    0.0041,    130.497,    0.156,    0.000
