# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1205,0.0516,8.203,0.027,1.539
0.4,0.03,0.0643,0.1195,0.0523,8.203,0.027,1.526
0.7,0.06,0.1257,0.1184,0.0530,8.948,0.027,1.508
1.1,0.08,0.1841,0.1171,0.0537,8.948,0.028,1.495
1.4,0.11,0.2395,0.1156,0.0543,8.948,0.028,1.477
1.8,0.14,0.2919,0.1139,0.0549,8.948,0.028,1.455
2.1,0.17,0.3414,0.1120,0.0554,8.948,0.029,1.428
2.5,0.20,0.3879,0.1099,0.0558,8.948,0.029,1.401
2.9,0.23,0.4315,0.1074,0.0560,8.948,0.029,1.370
3.2,0.25,0.4722,0.1046,0.0561,8.948,0.029,1.334
3.6,0.28,0.5100,0.1013,0.0559,8.948,0.029,1.294
3.9,0.31,0.5448,0.0977,0.0555,8.948,0.029,1.246
4.3,0.34,0.5764,0.0938,0.0549,8.948,0.028,1.197
4.6,0.37,0.6051,0.0895,0.0541,8.948,0.028,1.143
5.0,0.39,0.6307,0.0850,0.0531,8.948,0.027,1.085
5.4,0.42,0.6534,0.0804,0.0519,8.203,0.027,1.023
5.7,0.45,0.6731,0.0756,0.0506,8.203,0.026,0.965
6.1,0.48,0.6902,0.0707,0.0490,8.203,0.025,0.903
6.4,0.51,0.7047,0.0656,0.0472,7.457,0.024,0.836
6.8,0.53,0.7168,0.0604,0.0451,7.457,0.023,0.770
7.2,0.56,0.7263,0.0550,0.0426,6.711,0.022,0.703
7.5,0.59,0.7333,0.0495,0.0399,6.711,0.021,0.632
7.9,0.62,0.7374,0.0438,0.0367,5.966,0.019,0.560
8.2,0.65,0.7375,0.0379,0.0332,5.220,0.017,0.485
8.6,0.68,0.7313,0.0318,0.0294,4.474,0.015,0.405
8.9,0.70,0.7150,0.0257,0.0252,3.728,0.013,0.329
9.3,0.73,0.6806,0.0194,0.0208,3.728,0.011,0.249
9.7,0.76,0.6025,0.0130,0.0164,2.983,0.008,0.165
10.0,0.79,0.4283,0.0066,0.0121,2.237,0.006,0.085
10.4,0.82,-0.0045,0.0000,0.0078,1.491,0.004,0.000
