# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1135,    0.0604,    324.379,    0.775,    21.240
0.8,    0.03,    0.0522,    0.1127,    0.0591,    317.668,    0.758,    21.080
1.6,    0.05,    0.1057,    0.1116,    0.0577,    310.211,    0.740,    20.876
2.4,    0.08,    0.1602,    0.1102,    0.0564,    303.500,    0.724,    20.618
3.1,    0.11,    0.2151,    0.1085,    0.0552,    296.789,    0.708,    20.311
3.9,    0.14,    0.2696,    0.1066,    0.0541,    290.823,    0.694,    19.950
4.7,    0.16,    0.3229,    0.1044,    0.0531,    284.857,    0.681,    19.541
5.5,    0.19,    0.3744,    0.1020,    0.0522,    280.383,    0.669,    19.087
6.3,    0.22,    0.4240,    0.0993,    0.0513,    275.163,    0.657,    18.589
7.1,    0.25,    0.4711,    0.0964,    0.0504,    270.689,    0.646,    18.046
7.9,    0.27,    0.5158,    0.0933,    0.0495,    265.469,    0.635,    17.459
8.6,    0.30,    0.5578,    0.0899,    0.0485,    260.249,    0.622,    16.828
9.4,    0.33,    0.5967,    0.0863,    0.0475,    255.029,    0.609,    16.156
10.2,    0.36,    0.6325,    0.0824,    0.0463,    249.064,    0.594,    15.426
11.0,    0.38,    0.6645,    0.0781,    0.0450,    241.607,    0.577,    14.608
11.8,    0.41,    0.6924,    0.0736,    0.0436,    234.150,    0.559,    13.776
12.6,    0.44,    0.7171,    0.0691,    0.0421,    226.693,    0.540,    12.922
13.4,    0.47,    0.7395,    0.0644,    0.0405,    217.744,    0.519,    12.046
14.1,    0.49,    0.7595,    0.0596,    0.0386,    207.305,    0.495,    11.152
14.9,    0.52,    0.7774,    0.0547,    0.0366,    196.119,    0.469,    10.235
15.7,    0.55,    0.7919,    0.0497,    0.0343,    184.188,    0.440,    9.301
16.5,    0.57,    0.8024,    0.0446,    0.0319,    171.511,    0.409,    8.345
17.3,    0.60,    0.8100,    0.0394,    0.0293,    157.343,    0.375,    7.366
18.1,    0.63,    0.8141,    0.0340,    0.0263,    141.683,    0.337,    6.370
18.9,    0.66,    0.8121,    0.0286,    0.0231,    124.532,    0.297,    5.356
19.6,    0.68,    0.7976,    0.0231,    0.0198,    106.635,    0.254,    4.324
20.4,    0.71,    0.7635,    0.0175,    0.0163,    87.247,    0.209,    3.269
21.2,    0.74,    0.6923,    0.0117,    0.0125,    67.113,    0.160,    2.193
22.0,    0.77,    0.5267,    0.0059,    0.0086,    46.233,    0.110,    1.099
22.8,    0.79,    -0.0038,    0.0000,    0.0048,    25.354,    0.061,    -0.004
