# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1057,0.0643,12591.142,10.020,226.495
2.6,0.03,0.0462,0.1057,0.0648,12691.812,10.100,226.397
5.2,0.06,0.0917,0.1056,0.0654,12801.430,10.187,226.281
7.8,0.09,0.1362,0.1056,0.0659,12916.267,10.278,226.139
10.4,0.11,0.1798,0.1055,0.0665,13032.597,10.371,225.947
13.0,0.14,0.2224,0.1054,0.0672,13154.891,10.468,225.725
15.6,0.17,0.2641,0.1052,0.0678,13280.169,10.568,225.440
18.1,0.20,0.3047,0.1051,0.0685,13412.158,10.673,225.169
20.7,0.23,0.3443,0.1050,0.0692,13544.892,10.779,224.835
23.3,0.26,0.3829,0.1048,0.0698,13676.881,10.884,224.422
25.9,0.28,0.4204,0.1046,0.0705,13810.362,10.990,223.950
28.5,0.31,0.4569,0.1043,0.0712,13942.350,11.095,223.385
31.1,0.34,0.4919,0.1038,0.0718,14064.645,11.192,222.402
33.7,0.37,0.5256,0.1019,0.0715,14002.006,11.142,218.372
36.3,0.40,0.5586,0.0991,0.0704,13786.499,10.971,212.176
38.9,0.43,0.5855,0.0956,0.0695,13606.786,10.828,204.854
41.5,0.45,0.6070,0.0919,0.0686,13444.969,10.699,196.754
44.1,0.48,0.6388,0.0872,0.0658,12893.151,10.260,186.879
46.7,0.51,0.6617,0.0815,0.0628,12305.539,9.792,174.486
49.3,0.54,0.6872,0.0748,0.0587,11491.981,9.145,160.314
51.9,0.57,0.7071,0.0681,0.0546,10691.099,8.508,145.804
54.4,0.60,0.7246,0.0612,0.0503,9847.713,7.837,131.071
57.0,0.62,0.7394,0.0541,0.0456,8932.739,7.108,115.805
59.6,0.65,0.7484,0.0466,0.0406,7958.855,6.333,99.898
62.2,0.68,0.7427,0.0395,0.0362,7084.894,5.638,84.565
64.8,0.71,0.7191,0.0329,0.0324,6344.415,5.049,70.398
67.4,0.74,0.6719,0.0259,0.0285,5575.598,4.437,55.581
70.0,0.77,0.5964,0.0182,0.0234,4578.597,3.643,39.011
72.6,0.79,0.4201,0.0092,0.0175,3421.271,2.722,19.799
75.2,0.82,-0.0004,0.0000,0.0117,2288.553,1.821,-0.013
