# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1066,0.0583,8799.258,7.639,191.852
2.4,0.03,0.0512,0.1067,0.0588,8873.083,7.703,191.963
4.7,0.06,0.1013,0.1067,0.0594,8967.787,7.785,192.096
7.1,0.08,0.1501,0.1068,0.0602,9088.590,7.890,192.243
9.5,0.11,0.1990,0.1069,0.0606,9141.535,7.936,192.328
11.8,0.14,0.2440,0.1069,0.0618,9324.977,8.095,192.443
14.2,0.17,0.2890,0.1069,0.0630,9508.419,8.254,192.559
16.5,0.20,0.3320,0.1068,0.0636,9588.209,8.324,192.292
18.9,0.23,0.3739,0.1069,0.0646,9738.840,8.454,192.443
21.3,0.25,0.4144,0.1069,0.0655,9881.269,8.578,192.372
23.6,0.28,0.4531,0.1069,0.0665,10039.357,8.715,192.328
26.0,0.31,0.5003,0.1064,0.0660,9953.602,8.641,191.420
28.4,0.34,0.5270,0.1045,0.0671,10127.350,8.792,188.062
30.8,0.37,0.5656,0.1017,0.0659,9946.145,8.634,182.969
33.1,0.40,0.6049,0.0981,0.0640,9662.779,8.388,176.532
35.5,0.42,0.6414,0.0932,0.0615,9277.252,8.054,167.747
37.8,0.45,0.6743,0.0875,0.0586,8835.052,7.670,157.445
40.2,0.48,0.7052,0.0811,0.0552,8322.756,7.225,145.982
42.6,0.51,0.7347,0.0749,0.0518,7813.443,6.783,134.843
44.9,0.54,0.7604,0.0686,0.0483,7291.453,6.330,123.398
47.3,0.56,0.7836,0.0622,0.0448,6758.278,5.867,111.966
49.7,0.59,0.8045,0.0558,0.0411,6201.240,5.383,100.445
52.0,0.62,0.8254,0.0493,0.0370,5588.275,4.852,88.653
54.4,0.65,0.8437,0.0425,0.0327,4932.805,4.283,76.518
56.8,0.68,0.8557,0.0357,0.0282,4257.201,3.696,64.183
59.1,0.71,0.8505,0.0288,0.0239,3609.187,3.133,51.915
61.5,0.73,0.8236,0.0219,0.0195,2947.752,2.559,39.478
63.8,0.76,0.7544,0.0148,0.0149,2253.505,1.956,26.623
66.2,0.79,0.5833,0.0075,0.0102,1539.125,1.336,13.558
68.6,0.82,-0.0019,0.0000,0.0055,829.218,0.720,-0.022
