# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1316,0.0573,437.726,0.523,24.759
1.0,0.02,0.0551,0.1261,0.0555,424.303,0.506,23.713
2.0,0.05,0.1097,0.1232,0.0544,416.101,0.497,23.162
3.0,0.07,0.1633,0.1201,0.0535,408.644,0.488,22.584
3.9,0.10,0.2156,0.1168,0.0526,401.932,0.479,21.974
4.9,0.12,0.2659,0.1134,0.0517,395.221,0.471,21.320
5.9,0.15,0.3136,0.1097,0.0509,388.510,0.464,20.631
6.9,0.17,0.3582,0.1060,0.0502,384.035,0.458,19.932
7.9,0.19,0.4006,0.1022,0.0495,378.070,0.451,19.216
8.9,0.22,0.4410,0.0982,0.0486,371.359,0.443,18.473
9.8,0.24,0.4793,0.0942,0.0476,363.902,0.435,17.708
10.8,0.27,0.5155,0.0900,0.0466,355.699,0.425,16.925
11.8,0.29,0.5555,0.0880,0.0461,351.970,0.420,16.547
12.8,0.32,0.5876,0.0835,0.0448,342.276,0.408,15.702
13.8,0.34,0.6114,0.0769,0.0427,326.617,0.390,14.466
14.8,0.36,0.6444,0.0741,0.0418,319.160,0.381,13.932
15.8,0.39,0.6696,0.0693,0.0402,307.228,0.366,13.038
16.8,0.41,0.6917,0.0644,0.0384,293.060,0.350,12.117
17.7,0.44,0.7106,0.0594,0.0365,278.892,0.333,11.178
18.7,0.46,0.7264,0.0546,0.0346,264.723,0.316,10.262
19.7,0.48,0.7374,0.0494,0.0325,248.318,0.296,9.288
20.7,0.51,0.7444,0.0444,0.0303,231.913,0.277,8.345
21.7,0.53,0.7436,0.0391,0.0281,214.016,0.256,7.357
22.7,0.56,0.7280,0.0334,0.0255,195.373,0.233,6.272
23.6,0.58,0.7039,0.0282,0.0233,178.222,0.212,5.298
24.6,0.61,0.6589,0.0227,0.0209,159.580,0.191,4.270
25.6,0.63,0.5852,0.0172,0.0185,141.683,0.169,3.229
26.6,0.65,0.4737,0.0117,0.0161,123.040,0.147,2.193
27.6,0.68,0.2962,0.0061,0.0139,105.889,0.127,1.139
28.6,0.70,0.0177,0.0003,0.0117,89.484,0.107,0.058
