# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1043,0.0405,604.017,0.577,30.639
1.1,0.02,0.0548,0.1023,0.0393,586.866,0.560,30.057
2.1,0.04,0.1100,0.1001,0.0383,571.952,0.546,29.421
3.2,0.06,0.1649,0.0978,0.0375,559.275,0.534,28.749
4.3,0.08,0.2185,0.0954,0.0367,548.835,0.524,28.033
5.4,0.11,0.2704,0.0928,0.0361,539.141,0.515,27.276
6.4,0.13,0.3201,0.0901,0.0355,530.938,0.507,26.485
7.5,0.15,0.3675,0.0873,0.0350,522.736,0.499,25.653
8.5,0.17,0.4123,0.0844,0.0344,514.533,0.491,24.785
9.6,0.19,0.4544,0.0813,0.0339,505.585,0.483,23.883
10.7,0.21,0.4937,0.0781,0.0333,496.636,0.474,22.944
11.8,0.23,0.5302,0.0748,0.0326,487.688,0.465,21.974
12.8,0.25,0.5642,0.0714,0.0320,477.248,0.456,20.982
13.9,0.27,0.5960,0.0679,0.0312,465.317,0.444,19.959
15.0,0.29,0.6256,0.0644,0.0303,452.640,0.432,18.909
16.0,0.32,0.6528,0.0607,0.0293,437.726,0.418,17.833
17.1,0.34,0.6777,0.0569,0.0283,422.066,0.403,16.725
18.2,0.36,0.7001,0.0531,0.0271,404.915,0.386,15.591
19.2,0.38,0.7200,0.0491,0.0258,385.527,0.368,14.430
20.3,0.40,0.7369,0.0451,0.0245,364.647,0.349,13.242
21.4,0.42,0.7505,0.0409,0.0230,342.276,0.327,12.028
22.4,0.44,0.7605,0.0367,0.0213,318.414,0.304,10.787
23.5,0.46,0.7656,0.0324,0.0196,292.314,0.279,9.519
24.6,0.48,0.7640,0.0280,0.0178,264.723,0.253,8.234
25.7,0.51,0.7525,0.0235,0.0158,235.641,0.225,6.917
26.7,0.53,0.7249,0.0190,0.0138,205.813,0.197,5.583
27.8,0.55,0.6716,0.0144,0.0117,174.494,0.167,4.217
28.9,0.57,0.5730,0.0096,0.0096,142.429,0.136,2.829
30.0,0.59,0.3855,0.0048,0.0074,110.364,0.105,1.419
31.0,0.61,-0.0028,0.0000,0.0053,79.044,0.075,-0.009
