# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1116,0.0480,36.539,0.059,3.732
0.6,0.03,0.0629,0.1105,0.0485,37.285,0.059,3.696
1.3,0.06,0.1230,0.1097,0.0492,38.031,0.060,3.674
1.9,0.08,0.1805,0.1088,0.0499,38.031,0.061,3.639
2.5,0.11,0.2355,0.1072,0.0503,38.776,0.061,3.590
3.2,0.14,0.2876,0.1057,0.0507,38.776,0.062,3.536
3.8,0.17,0.3371,0.1038,0.0510,38.776,0.062,3.474
4.4,0.19,0.3838,0.1017,0.0512,39.522,0.062,3.403
5.1,0.22,0.4277,0.0991,0.0512,39.522,0.062,3.318
5.7,0.25,0.4684,0.0963,0.0511,38.776,0.062,3.221
6.3,0.28,0.5061,0.0927,0.0506,38.776,0.062,3.105
6.9,0.30,0.5404,0.0891,0.0500,38.031,0.061,2.980
7.6,0.33,0.5716,0.0853,0.0494,38.031,0.060,2.856
8.2,0.36,0.5995,0.0813,0.0487,37.285,0.059,2.722
8.9,0.39,0.6241,0.0774,0.0479,36.539,0.058,2.589
9.5,0.41,0.6457,0.0732,0.0469,35.794,0.057,2.451
10.1,0.44,0.6643,0.0688,0.0458,35.048,0.056,2.304
10.7,0.47,0.6800,0.0641,0.0442,33.556,0.054,2.144
11.4,0.50,0.6926,0.0594,0.0426,32.811,0.052,1.988
12.0,0.52,0.7020,0.0546,0.0408,31.319,0.050,1.828
12.6,0.55,0.7081,0.0495,0.0386,29.828,0.047,1.655
13.2,0.58,0.7104,0.0438,0.0357,27.591,0.043,1.468
13.9,0.61,0.7079,0.0382,0.0328,25.354,0.040,1.277
14.5,0.63,0.6981,0.0324,0.0295,22.371,0.036,1.085
15.2,0.66,0.6794,0.0267,0.0260,20.134,0.032,0.894
15.8,0.69,0.6457,0.0212,0.0227,17.151,0.028,0.712
16.4,0.72,0.5886,0.0160,0.0195,14.914,0.024,0.534
17.0,0.75,0.4903,0.0107,0.0163,12.677,0.020,0.360
17.7,0.77,0.3161,0.0054,0.0131,9.694,0.016,0.178
18.3,0.80,-0.0004,0.0000,0.0102,8.203,0.012,0.000
