# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0943,0.0548,1.491,0.012,0.383
0.2,0.04,0.0728,0.0945,0.0561,1.491,0.012,0.383
0.5,0.09,0.1424,0.0947,0.0574,1.491,0.012,0.383
0.7,0.13,0.2086,0.0949,0.0589,1.491,0.013,0.383
0.9,0.17,0.2716,0.0951,0.0605,1.491,0.013,0.387
1.2,0.22,0.3313,0.0953,0.0621,1.491,0.013,0.387
1.4,0.26,0.3873,0.0955,0.0639,1.491,0.014,0.387
1.7,0.30,0.4402,0.0958,0.0658,1.491,0.014,0.387
1.9,0.35,0.4897,0.0959,0.0677,1.491,0.014,0.387
2.1,0.39,0.5360,0.0961,0.0697,1.491,0.015,0.387
2.4,0.43,0.5790,0.0961,0.0717,1.491,0.015,0.387
2.6,0.48,0.6189,0.0961,0.0738,1.491,0.016,0.387
2.9,0.52,0.6560,0.0959,0.0757,1.491,0.016,0.387
3.1,0.56,0.6897,0.0953,0.0776,1.491,0.016,0.387
3.3,0.60,0.7207,0.0943,0.0791,1.491,0.017,0.383
3.6,0.65,0.7489,0.0923,0.0798,1.491,0.017,0.374
3.8,0.69,0.7743,0.0892,0.0796,1.491,0.017,0.360
4.0,0.73,0.7967,0.0848,0.0781,1.491,0.017,0.343
4.3,0.78,0.8162,0.0786,0.0749,1.491,0.016,0.320
4.5,0.82,0.8316,0.0720,0.0710,1.491,0.015,0.289
4.7,0.86,0.8427,0.0652,0.0669,1.491,0.014,0.262
5.0,0.91,0.8491,0.0584,0.0624,1.491,0.013,0.236
5.2,0.95,0.8502,0.0515,0.0575,1.491,0.012,0.209
5.5,0.99,0.8453,0.0445,0.0522,1.491,0.011,0.178
5.7,1.04,0.8327,0.0373,0.0464,0.746,0.010,0.151
5.9,1.08,0.8074,0.0299,0.0400,0.746,0.008,0.120
6.2,1.12,0.7598,0.0225,0.0332,0.746,0.007,0.089
6.4,1.17,0.6706,0.0149,0.0259,0.746,0.006,0.062
6.7,1.21,0.4825,0.0075,0.0187,0.746,0.004,0.031
6.9,1.25,0.0000,0.0000,0.0116,0.000,0.002,0.000
