# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0677,0.0291,1253.521,0.521,33.277
1.5,0.02,0.0384,0.0676,0.0294,1266.198,0.526,33.268
2.9,0.03,0.0767,0.0676,0.0294,1268.435,0.527,33.259
4.4,0.05,0.1272,0.0677,0.0266,1148.378,0.477,33.295
5.9,0.07,0.1517,0.0673,0.0296,1276.638,0.530,33.099
7.3,0.08,0.1853,0.0675,0.0304,1309.449,0.544,33.184
8.8,0.10,0.2225,0.0674,0.0303,1307.212,0.543,33.153
10.2,0.12,0.2556,0.0673,0.0308,1326.600,0.551,33.113
11.7,0.13,0.2952,0.0670,0.0303,1304.975,0.542,32.926
13.1,0.15,0.3232,0.0666,0.0309,1333.311,0.554,32.734
14.6,0.17,0.3754,0.0653,0.0290,1252.030,0.520,32.125
16.1,0.18,0.4053,0.0635,0.0287,1238.607,0.514,31.213
17.6,0.20,0.4405,0.0612,0.0278,1199.085,0.498,30.088
19.0,0.22,0.4647,0.0584,0.0272,1174.477,0.488,28.700
20.5,0.23,0.4723,0.0551,0.0273,1175.223,0.488,27.112
21.9,0.25,0.4985,0.0520,0.0261,1125.261,0.467,25.573
23.4,0.27,0.5351,0.0489,0.0244,1051.437,0.436,24.038
24.9,0.28,0.5550,0.0456,0.0233,1003.712,0.417,22.410
26.3,0.30,0.5628,0.0421,0.0225,967.918,0.402,20.698
27.8,0.32,0.5812,0.0386,0.0211,908.262,0.377,18.998
29.2,0.33,0.5964,0.0351,0.0196,846.369,0.351,17.255
30.7,0.35,0.6088,0.0315,0.0181,780.748,0.324,15.480
32.2,0.37,0.6152,0.0278,0.0166,715.126,0.297,13.669
33.6,0.38,0.6147,0.0241,0.0150,648.013,0.269,11.841
35.1,0.40,0.5997,0.0203,0.0135,583.883,0.242,9.973
36.6,0.42,0.5679,0.0164,0.0120,519.007,0.216,8.065
38.0,0.43,0.5119,0.0124,0.0105,454.131,0.188,6.112
39.5,0.45,0.4322,0.0084,0.0088,377.324,0.157,4.132
40.9,0.47,0.2761,0.0042,0.0072,309.465,0.129,2.086
42.4,0.48,0.0000,0.0000,0.0058,248.318,0.103,0.000
