# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1075,    0.0839,    1187.900,    2.269,    39.963
1.1,    0.03,    0.0376,    0.1069,    0.0806,    1141.667,    2.180,    39.763
2.1,    0.06,    0.0779,    0.1063,    0.0772,    1093.942,    2.090,    39.514
3.2,    0.08,    0.1212,    0.1054,    0.0739,    1046.217,    1.999,    39.198
4.3,    0.11,    0.1675,    0.1043,    0.0705,    999.238,    1.908,    38.802
5.4,    0.14,    0.2169,    0.1030,    0.0672,    953.004,    1.820,    38.317
6.5,    0.17,    0.2688,    0.1015,    0.0641,    908.262,    1.735,    37.734
7.6,    0.20,    0.3229,    0.0996,    0.0611,    865.758,    1.654,    37.040
8.6,    0.23,    0.3782,    0.0974,    0.0583,    826.235,    1.579,    36.231
9.7,    0.25,    0.4335,    0.0949,    0.0558,    790.442,    1.509,    35.301
10.8,    0.28,    0.4876,    0.0921,    0.0535,    757.631,    1.447,    34.242
11.8,    0.31,    0.5391,    0.0889,    0.0514,    727.803,    1.390,    33.077
12.9,    0.34,    0.5871,    0.0855,    0.0495,    700.958,    1.339,    31.800
14.0,    0.37,    0.6313,    0.0818,    0.0477,    675.604,    1.290,    30.417
15.1,    0.40,    0.6712,    0.0778,    0.0459,    650.996,    1.243,    28.927
16.2,    0.42,    0.7063,    0.0735,    0.0442,    626.388,    1.196,    27.348
17.3,    0.45,    0.7366,    0.0690,    0.0424,    601.034,    1.148,    25.653
18.3,    0.48,    0.7616,    0.0642,    0.0406,    574.935,    1.098,    23.891
19.4,    0.51,    0.7824,    0.0594,    0.0387,    548.089,    1.047,    22.103
20.5,    0.54,    0.8008,    0.0545,    0.0366,    519.007,    0.991,    20.275
21.5,    0.57,    0.8168,    0.0495,    0.0343,    486.196,    0.928,    18.407
22.7,    0.59,    0.8296,    0.0444,    0.0318,    450.403,    0.860,    16.503
23.7,    0.62,    0.8388,    0.0392,    0.0291,    411.626,    0.787,    14.563
24.8,    0.65,    0.8441,    0.0338,    0.0261,    369.867,    0.706,    12.580
25.9,    0.68,    0.8438,    0.0284,    0.0229,    324.379,    0.619,    10.569
27.0,    0.71,    0.8310,    0.0229,    0.0195,    276.655,    0.528,    8.518
28.0,    0.74,    0.7979,    0.0173,    0.0160,    225.947,    0.432,    6.437
29.1,    0.76,    0.7285,    0.0116,    0.0122,    173.002,    0.330,    4.319
30.2,    0.79,    0.5663,    0.0058,    0.0082,    115.583,    0.221,    2.171
31.3,    0.82,    -0.0006,    0.0000,    0.0042,    59.656,    0.114,    0.000
