# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1206,0.0663,219.236,0.087,7.477
2.2,0.04,0.0730,0.1207,0.0681,225.201,0.090,7.486
4.4,0.08,0.1421,0.1209,0.0700,231.913,0.092,7.495
6.6,0.12,0.2075,0.1211,0.0721,238.624,0.095,7.509
8.8,0.16,0.2690,0.1213,0.0742,245.335,0.098,7.522
11.0,0.21,0.3269,0.1215,0.0765,252.792,0.101,7.535
13.2,0.25,0.3810,0.1218,0.0789,260.995,0.104,7.553
15.4,0.29,0.4317,0.1219,0.0814,269.198,0.107,7.562
17.6,0.33,0.4792,0.1219,0.0838,277.400,0.110,7.562
19.8,0.37,0.5234,0.1217,0.0862,284.857,0.113,7.549
21.9,0.41,0.5648,0.1212,0.0883,292.314,0.116,7.513
24.1,0.45,0.6033,0.1200,0.0901,297.534,0.119,7.442
26.3,0.49,0.6390,0.1182,0.0914,302.008,0.120,7.331
28.5,0.54,0.6718,0.1158,0.0923,304.991,0.121,7.179
30.8,0.58,0.7016,0.1130,0.0928,307.228,0.122,7.006
32.9,0.62,0.7287,0.1094,0.0927,306.483,0.122,6.784
35.1,0.66,0.7533,0.1051,0.0918,303.500,0.121,6.512
37.3,0.70,0.7761,0.0985,0.0888,293.806,0.117,6.107
39.5,0.74,0.7961,0.0913,0.0849,281.129,0.112,5.658
41.7,0.78,0.8135,0.0838,0.0806,266.215,0.106,5.200
43.9,0.82,0.8283,0.0762,0.0758,250.555,0.100,4.728
46.1,0.86,0.8408,0.0684,0.0703,232.658,0.093,4.239
48.3,0.91,0.8505,0.0603,0.0642,212.524,0.085,3.741
50.5,0.95,0.8577,0.0521,0.0575,190.153,0.076,3.234
52.7,0.99,0.8623,0.0438,0.0502,166.291,0.066,2.718
54.9,1.03,0.8616,0.0353,0.0422,139.446,0.055,2.189
57.1,1.07,0.8514,0.0266,0.0335,111.109,0.044,1.650
59.3,1.11,0.8202,0.0179,0.0242,79.790,0.032,1.108
61.5,1.15,0.7229,0.0090,0.0143,47.725,0.019,0.556
63.7,1.19,-0.0024,0.0000,0.0047,15.660,0.006,0.000
