# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0912,0.0323,20.134,0.048,3.025
0.4,0.02,0.0573,0.0895,0.0324,20.134,0.048,2.971
0.8,0.04,0.1120,0.0878,0.0325,20.134,0.048,2.914
1.2,0.06,0.1641,0.0860,0.0326,20.134,0.048,2.851
1.6,0.08,0.2135,0.0840,0.0327,20.134,0.048,2.789
1.9,0.10,0.2602,0.0819,0.0327,20.134,0.048,2.718
2.3,0.12,0.3041,0.0798,0.0327,20.134,0.048,2.647
2.7,0.15,0.3453,0.0775,0.0326,20.134,0.048,2.571
3.1,0.17,0.3837,0.0750,0.0325,20.134,0.048,2.491
3.5,0.19,0.4194,0.0725,0.0323,20.134,0.048,2.406
3.8,0.21,0.4522,0.0698,0.0320,20.134,0.047,2.318
4.2,0.23,0.4823,0.0670,0.0317,19.388,0.047,2.224
4.6,0.25,0.5097,0.0640,0.0313,19.388,0.046,2.126
5.0,0.27,0.5343,0.0610,0.0308,19.388,0.045,2.024
5.4,0.29,0.5562,0.0578,0.0302,18.642,0.045,1.917
5.8,0.31,0.5757,0.0545,0.0295,17.897,0.043,1.810
6.2,0.33,0.5930,0.0512,0.0287,17.897,0.042,1.699
6.6,0.35,0.6081,0.0478,0.0277,17.151,0.041,1.588
7.0,0.37,0.6210,0.0443,0.0266,16.405,0.039,1.468
7.3,0.39,0.6313,0.0406,0.0254,15.660,0.037,1.348
7.7,0.42,0.6392,0.0369,0.0240,14.914,0.035,1.228
8.1,0.44,0.6441,0.0331,0.0224,14.168,0.033,1.099
8.5,0.46,0.6464,0.0293,0.0207,12.677,0.031,0.970
8.9,0.48,0.6431,0.0253,0.0188,11.931,0.028,0.841
9.3,0.50,0.6315,0.0212,0.0167,10.440,0.025,0.703
9.7,0.52,0.6079,0.0171,0.0146,8.948,0.022,0.569
10.1,0.54,0.5654,0.0129,0.0124,7.457,0.018,0.431
10.5,0.56,0.4878,0.0087,0.0100,5.966,0.015,0.289
10.8,0.58,0.3358,0.0044,0.0076,4.474,0.011,0.147
11.2,0.60,0.0032,0.0000,0.0053,2.983,0.008,0.000
