# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0975,0.0369,4.474,0.021,1.148
0.2,0.02,0.0624,0.0962,0.0372,4.474,0.021,1.130
0.5,0.05,0.1221,0.0948,0.0375,4.474,0.021,1.112
0.7,0.07,0.1791,0.0932,0.0377,4.474,0.021,1.094
1.0,0.10,0.2333,0.0915,0.0379,4.474,0.022,1.076
1.2,0.12,0.2846,0.0896,0.0380,4.474,0.022,1.054
1.5,0.14,0.3330,0.0876,0.0381,4.474,0.022,1.028
1.7,0.17,0.3785,0.0854,0.0381,4.474,0.022,1.005
2.0,0.19,0.4209,0.0830,0.0381,4.474,0.022,0.974
2.2,0.22,0.4602,0.0804,0.0380,4.474,0.022,0.943
2.5,0.24,0.4963,0.0777,0.0378,4.474,0.022,0.912
2.7,0.27,0.5294,0.0748,0.0375,4.474,0.021,0.881
3.0,0.29,0.5593,0.0717,0.0371,4.474,0.021,0.841
3.2,0.31,0.5862,0.0684,0.0366,4.474,0.021,0.805
3.4,0.34,0.6099,0.0649,0.0360,4.474,0.021,0.761
3.7,0.36,0.6306,0.0612,0.0352,4.474,0.020,0.721
3.9,0.39,0.6484,0.0575,0.0342,3.728,0.020,0.676
4.2,0.41,0.6633,0.0536,0.0332,3.728,0.019,0.632
4.4,0.43,0.6762,0.0496,0.0319,3.728,0.018,0.583
4.6,0.46,0.6868,0.0456,0.0304,3.728,0.017,0.534
4.9,0.48,0.6951,0.0414,0.0288,3.728,0.016,0.485
5.1,0.51,0.7007,0.0371,0.0269,2.983,0.015,0.436
5.4,0.53,0.7031,0.0328,0.0248,2.983,0.014,0.387
5.6,0.56,0.7028,0.0283,0.0224,2.983,0.013,0.334
5.9,0.58,0.6957,0.0238,0.0198,2.237,0.011,0.280
6.1,0.60,0.6776,0.0192,0.0171,2.237,0.010,0.227
6.4,0.63,0.6416,0.0145,0.0142,1.491,0.008,0.169
6.6,0.65,0.5729,0.0097,0.0111,1.491,0.006,0.116
6.9,0.68,0.4175,0.0048,0.0078,0.746,0.005,0.058
7.1,0.70,-0.0068,0.0000,0.0049,0.746,0.003,0.000
