# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1671,    0.4251,    9946.145,    3.653,    48.005
3.4,    0.04,    0.0168,    0.1674,    0.4086,    9558.381,    3.511,    48.094
6.7,    0.08,    0.0350,    0.1677,    0.3920,    9170.617,    3.368,    48.156
10.0,    0.12,    0.0550,    0.1677,    0.3750,    8772.413,    3.222,    48.170
13.3,    0.16,    0.0767,    0.1676,    0.3580,    8374.955,    3.076,    48.143
16.7,    0.20,    0.1010,    0.1672,    0.3389,    7928.281,    2.912,    48.014
20.0,    0.25,    0.1278,    0.1665,    0.3201,    7489.064,    2.751,    47.832
23.3,    0.29,    0.1570,    0.1658,    0.3028,    7084.894,    2.602,    47.623
26.7,    0.33,    0.1902,    0.1647,    0.2836,    6635.983,    2.437,    47.298
30.0,    0.37,    0.2275,    0.1632,    0.2645,    6188.563,    2.273,    46.889
33.3,    0.41,    0.2711,    0.1614,    0.2438,    5704.604,    2.095,    46.359
36.7,    0.45,    0.3220,    0.1592,    0.2227,    5210.205,    1.914,    45.723
40.0,    0.49,    0.3854,    0.1564,    0.1995,    4667.335,    1.714,    44.931
43.4,    0.53,    0.4597,    0.1525,    0.1766,    4131.177,    1.517,    43.793
60.0,    0.74,    0.7714,    0.1134,    0.1083,    2534.634,    0.931,    32.565
63.4,    0.78,    0.8035,    0.1035,    0.1002,    2343.735,    0.861,    29.714
70.1,    0.86,    0.8466,    0.0859,    0.0873,    2041.726,    0.750,    24.679
73.4,    0.90,    0.8648,    0.0762,    0.0794,    1858.284,    0.682,    21.894
76.7,    0.94,    0.8807,    0.0662,    0.0708,    1656.945,    0.609,    19.025
80.1,    0.98,    0.8939,    0.0560,    0.0616,    1441.438,    0.529,    16.094
83.4,    1.02,    0.9029,    0.0456,    0.0517,    1209.525,    0.444,    13.091
86.7,    1.06,    0.9036,    0.0349,    0.0411,    961.207,    0.353,    10.013
90.1,    1.11,    0.8879,    0.0238,    0.0296,    692.755,    0.254,    6.828
93.4,    1.15,    0.8223,    0.0124,    0.0173,    404.915,    0.149,    3.563
96.7,    1.19,    -0.0054,    0.0000,    0.0044,    102.907,    0.038,    -0.004
