# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1089,0.0586,21.625,0.035,2.055
0.7,0.04,0.0665,0.1088,0.0597,22.371,0.036,2.055
1.4,0.07,0.1303,0.1087,0.0609,23.117,0.036,2.051
2.2,0.11,0.1915,0.1086,0.0620,23.117,0.037,2.051
2.9,0.15,0.2499,0.1084,0.0633,23.862,0.038,2.046
3.6,0.18,0.3056,0.1081,0.0645,23.862,0.038,2.042
4.3,0.22,0.3585,0.1078,0.0658,24.608,0.039,2.037
5.1,0.26,0.4086,0.1073,0.0671,25.354,0.040,2.028
5.8,0.29,0.4559,0.1067,0.0683,25.354,0.041,2.015
6.5,0.33,0.5005,0.1059,0.0695,26.099,0.041,2.002
7.2,0.36,0.5423,0.1049,0.0706,26.099,0.042,1.979
8.0,0.40,0.5814,0.1036,0.0715,26.845,0.043,1.957
8.7,0.44,0.6177,0.1019,0.0722,26.845,0.043,1.926
9.4,0.47,0.6512,0.0998,0.0727,26.845,0.043,1.886
10.1,0.51,0.6819,0.0973,0.0729,27.591,0.043,1.837
10.9,0.55,0.7099,0.0940,0.0724,26.845,0.043,1.775
11.6,0.58,0.7351,0.0882,0.0700,26.099,0.042,1.664
12.3,0.62,0.7561,0.0822,0.0674,25.354,0.040,1.552
13.0,0.66,0.7736,0.0761,0.0646,23.862,0.038,1.437
13.7,0.69,0.7874,0.0699,0.0615,23.117,0.037,1.321
14.4,0.73,0.7978,0.0635,0.0581,21.625,0.035,1.201
15.2,0.77,0.8053,0.0571,0.0543,20.134,0.032,1.076
15.9,0.80,0.8101,0.0504,0.0499,18.642,0.030,0.952
16.6,0.84,0.8121,0.0436,0.0450,17.151,0.027,0.823
17.3,0.88,0.8109,0.0366,0.0395,14.914,0.024,0.689
18.1,0.91,0.8039,0.0294,0.0334,12.677,0.020,0.556
18.8,0.95,0.7860,0.0222,0.0267,9.694,0.016,0.418
19.5,0.99,0.7307,0.0148,0.0200,7.457,0.012,0.280
20.3,1.02,0.5513,0.0075,0.0138,5.220,0.008,0.142
21.0,1.06,-0.0003,0.0000,0.0079,2.983,0.005,0.000
