# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1086,0.0515,301.263,0.192,12.820
1.8,0.04,0.0748,0.1086,0.0530,310.211,0.197,12.820
3.6,0.07,0.1451,0.1086,0.0547,319.160,0.203,12.820
5.4,0.11,0.2112,0.1086,0.0563,328.854,0.210,12.811
7.2,0.15,0.2729,0.1085,0.0580,339.293,0.216,12.802
9.0,0.18,0.3307,0.1083,0.0598,349.733,0.223,12.784
10.9,0.22,0.3844,0.1082,0.0616,360.173,0.229,12.766
12.7,0.26,0.4345,0.1079,0.0635,371.359,0.236,12.735
14.5,0.29,0.4809,0.1076,0.0653,381.798,0.243,12.695
16.3,0.33,0.5241,0.1071,0.0672,392.238,0.250,12.637
18.1,0.37,0.5641,0.1064,0.0689,402.678,0.256,12.557
19.9,0.40,0.6011,0.1054,0.0705,411.626,0.262,12.442
21.7,0.44,0.6354,0.1041,0.0718,419.829,0.267,12.286
23.5,0.47,0.6671,0.1024,0.0729,425.795,0.271,12.086
25.3,0.51,0.6963,0.1002,0.0735,429.523,0.274,11.823
27.1,0.55,0.7233,0.0973,0.0737,431.015,0.274,11.485
28.9,0.58,0.7490,0.0921,0.0718,419.829,0.267,10.867
30.8,0.62,0.7724,0.0858,0.0690,403.424,0.257,10.129
32.5,0.66,0.7930,0.0794,0.0658,384.781,0.245,9.377
34.4,0.69,0.8115,0.0729,0.0623,364.647,0.232,8.603
36.2,0.73,0.8274,0.0662,0.0584,341.531,0.217,7.811
38.0,0.77,0.8405,0.0593,0.0541,316.177,0.201,7.002
39.8,0.80,0.8506,0.0524,0.0495,289.332,0.184,6.183
41.6,0.84,0.8571,0.0453,0.0444,259.504,0.165,5.347
43.4,0.88,0.8590,0.0381,0.0388,226.693,0.145,4.493
45.2,0.91,0.8541,0.0307,0.0328,191.645,0.122,3.625
47.0,0.95,0.8376,0.0231,0.0262,152.868,0.097,2.727
48.8,0.99,0.7832,0.0155,0.0195,114.092,0.073,1.828
50.6,1.02,0.5959,0.0078,0.0134,78.298,0.050,0.921
52.4,1.06,0.0000,0.0000,0.0076,43.996,0.028,0.000
