# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1523,0.0865,941.073,0.999,36.257
1.3,0.03,0.0511,0.1500,0.0830,903.043,0.958,35.688
2.6,0.06,0.1042,0.1466,0.0795,865.758,0.918,34.892
3.9,0.08,0.1583,0.1443,0.0773,841.149,0.892,34.345
5.2,0.11,0.2128,0.1411,0.0749,815.050,0.865,33.571
6.5,0.14,0.2664,0.1369,0.0726,790.442,0.839,32.592
7.7,0.17,0.3190,0.1331,0.0708,770.308,0.817,31.685
9.0,0.20,0.3698,0.1291,0.0691,751.665,0.797,30.724
10.3,0.23,0.4189,0.1254,0.0677,736.751,0.781,29.843
11.6,0.25,0.4635,0.1206,0.0662,720.346,0.764,28.700
12.9,0.28,0.5041,0.1157,0.0648,705.432,0.749,27.530
14.2,0.31,0.5416,0.1107,0.0636,691.264,0.734,26.351
15.5,0.34,0.5766,0.1056,0.0621,675.604,0.717,25.124
16.8,0.37,0.6084,0.0998,0.0602,655.470,0.696,23.745
18.1,0.40,0.6404,0.0949,0.0586,637.573,0.677,22.579
19.4,0.42,0.6692,0.0893,0.0566,615.202,0.653,21.254
20.7,0.45,0.6956,0.0836,0.0543,591.340,0.627,19.892
21.9,0.48,0.7195,0.0778,0.0520,565.241,0.600,18.527
23.2,0.51,0.7408,0.0720,0.0494,537.650,0.571,17.130
24.5,0.54,0.7589,0.0660,0.0467,507.822,0.539,15.711
25.8,0.57,0.7716,0.0594,0.0435,473.519,0.502,14.136
27.1,0.59,0.7833,0.0537,0.0407,442.200,0.469,12.771
28.4,0.62,0.7878,0.0476,0.0375,408.644,0.433,11.316
29.7,0.65,0.7823,0.0409,0.0339,369.121,0.392,9.724
31.0,0.68,0.7706,0.0342,0.0301,328.108,0.348,8.149
32.3,0.71,0.7305,0.0279,0.0270,293.806,0.311,6.637
33.6,0.73,0.6663,0.0211,0.0233,253.538,0.269,5.031
34.9,0.76,0.5587,0.0139,0.0189,205.813,0.219,3.301
36.2,0.79,0.3622,0.0078,0.0169,184.188,0.196,1.846
37.5,0.82,0.0460,0.0008,0.0141,153.614,0.163,0.187
