# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0948,0.0505,375.087,1.195,25.822
0.8,0.03,0.0528,0.0945,0.0497,369.867,1.178,25.751
1.5,0.06,0.1070,0.0941,0.0489,363.902,1.159,25.644
2.3,0.08,0.1624,0.0936,0.0481,357.936,1.138,25.502
3.0,0.11,0.2189,0.0928,0.0472,351.225,1.117,25.293
3.8,0.14,0.2758,0.0917,0.0463,343.768,1.095,24.999
4.6,0.17,0.3326,0.0903,0.0453,337.056,1.073,24.612
5.3,0.19,0.3881,0.0886,0.0444,330.345,1.052,24.140
6.1,0.22,0.4411,0.0865,0.0436,324.379,1.033,23.567
6.8,0.25,0.4907,0.0841,0.0429,319.160,1.016,22.917
7.6,0.28,0.5365,0.0815,0.0422,313.940,1.000,22.197
8.4,0.31,0.5787,0.0785,0.0415,308.720,0.983,21.405
9.1,0.33,0.6175,0.0754,0.0408,303.500,0.966,20.555
9.9,0.36,0.6529,0.0721,0.0399,296.789,0.946,19.648
10.6,0.39,0.6848,0.0686,0.0390,290.077,0.923,18.683
11.4,0.42,0.7133,0.0647,0.0379,281.875,0.897,17.642
12.2,0.44,0.7382,0.0607,0.0366,272.180,0.866,16.534
12.9,0.47,0.7595,0.0565,0.0352,261.741,0.833,15.409
13.7,0.50,0.7783,0.0523,0.0336,250.555,0.797,14.252
14.4,0.53,0.7946,0.0480,0.0319,237.133,0.756,13.073
15.2,0.56,0.8089,0.0436,0.0299,222.964,0.709,11.868
16.0,0.58,0.8185,0.0391,0.0279,207.305,0.660,10.645
16.7,0.61,0.8245,0.0345,0.0256,190.153,0.606,9.395
17.5,0.64,0.8273,0.0298,0.0230,171.511,0.546,8.122
18.2,0.67,0.8251,0.0250,0.0203,150.631,0.480,6.828
19.0,0.70,0.8124,0.0202,0.0173,129.006,0.410,5.507
19.8,0.72,0.7834,0.0153,0.0141,105.144,0.334,4.164
20.5,0.75,0.7232,0.0102,0.0106,79.044,0.252,2.793
21.3,0.78,0.5752,0.0052,0.0070,52.199,0.165,1.406
22.0,0.81,-0.0014,0.0000,0.0041,30.574,0.098,0.000
