# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1194,0.0471,41.013,0.131,5.849
0.4,0.02,0.0530,0.1171,0.0471,41.013,0.131,5.738
0.8,0.04,0.1040,0.1146,0.0471,41.013,0.130,5.618
1.1,0.06,0.1528,0.1120,0.0469,41.013,0.130,5.489
1.5,0.09,0.1995,0.1092,0.0467,41.013,0.130,5.351
1.9,0.11,0.2441,0.1063,0.0464,40.268,0.129,5.204
2.3,0.13,0.2867,0.1032,0.0461,40.268,0.128,5.058
2.6,0.15,0.3272,0.1001,0.0457,39.522,0.127,4.906
3.0,0.17,0.3657,0.0969,0.0452,39.522,0.125,4.746
3.4,0.19,0.4018,0.0936,0.0447,38.776,0.124,4.586
3.8,0.21,0.4358,0.0902,0.0442,38.776,0.122,4.417
4.2,0.23,0.4677,0.0867,0.0435,38.031,0.121,4.248
4.6,0.26,0.4978,0.0830,0.0427,37.285,0.118,4.066
4.9,0.28,0.5262,0.0790,0.0417,36.539,0.116,3.874
5.3,0.30,0.5525,0.0750,0.0406,35.048,0.112,3.674
5.7,0.32,0.5771,0.0709,0.0393,34.302,0.109,3.474
6.1,0.34,0.5989,0.0666,0.0380,32.811,0.105,3.265
6.4,0.36,0.6165,0.0623,0.0367,32.065,0.102,3.051
6.8,0.38,0.6313,0.0578,0.0352,30.574,0.098,2.829
7.2,0.41,0.6433,0.0531,0.0334,29.082,0.093,2.598
7.6,0.43,0.6519,0.0482,0.0315,27.591,0.087,2.358
8.0,0.45,0.6559,0.0431,0.0295,25.354,0.082,2.113
8.4,0.47,0.6541,0.0380,0.0273,23.862,0.076,1.864
8.7,0.49,0.6441,0.0328,0.0250,21.625,0.069,1.610
9.1,0.51,0.6224,0.0275,0.0227,19.388,0.063,1.348
9.5,0.53,0.5851,0.0222,0.0202,17.897,0.056,1.085
9.9,0.55,0.5235,0.0167,0.0177,15.660,0.049,0.818
10.2,0.58,0.4235,0.0112,0.0152,13.423,0.042,0.547
10.6,0.60,0.2617,0.0056,0.0128,11.185,0.035,0.276
11.0,0.62,-0.0026,0.0000,0.0105,8.948,0.029,0.000
