# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0865,0.0511,157.343,0.150,7.184
1.7,0.04,0.0733,0.0866,0.0523,161.071,0.154,7.197
3.3,0.09,0.1434,0.0868,0.0536,164.800,0.157,7.211
4.9,0.13,0.2102,0.0870,0.0549,169.274,0.161,7.228
6.6,0.18,0.2736,0.0872,0.0564,173.748,0.166,7.246
8.2,0.22,0.3336,0.0875,0.0580,178.222,0.170,7.264
9.8,0.27,0.3902,0.0877,0.0596,183.442,0.175,7.282
11.5,0.31,0.4435,0.0879,0.0613,188.662,0.180,7.300
13.1,0.35,0.4933,0.0881,0.0632,194.628,0.186,7.313
14.8,0.40,0.5399,0.0882,0.0650,199.848,0.191,7.326
16.4,0.44,0.5832,0.0883,0.0670,205.813,0.197,7.340
18.0,0.49,0.6234,0.0884,0.0690,212.524,0.203,7.344
19.7,0.53,0.6606,0.0884,0.0710,218.490,0.209,7.344
21.3,0.57,0.6947,0.0883,0.0731,225.201,0.215,7.335
22.9,0.62,0.7259,0.0879,0.0750,230.421,0.220,7.300
24.6,0.66,0.7543,0.0867,0.0763,234.895,0.224,7.202
26.2,0.71,0.7798,0.0848,0.0769,236.387,0.226,7.042
27.9,0.75,0.8026,0.0819,0.0767,236.387,0.226,6.806
29.5,0.80,0.8228,0.0780,0.0755,232.658,0.222,6.481
31.1,0.84,0.8403,0.0725,0.0725,222.964,0.213,6.027
32.8,0.88,0.8548,0.0658,0.0681,209.542,0.200,5.467
34.4,0.93,0.8655,0.0590,0.0633,194.628,0.186,4.897
36.0,0.97,0.8727,0.0520,0.0580,178.222,0.170,4.319
37.7,1.02,0.8734,0.0449,0.0523,161.071,0.154,3.732
39.3,1.06,0.8630,0.0378,0.0465,143.174,0.136,3.136
40.9,1.11,0.8368,0.0305,0.0403,123.786,0.119,2.535
42.6,1.15,0.7858,0.0231,0.0338,103.652,0.099,1.917
44.3,1.19,0.6889,0.0155,0.0269,82.773,0.079,1.290
45.9,1.24,0.4840,0.0078,0.0199,61.147,0.059,0.645
47.5,1.28,-0.0009,0.0000,0.0130,40.268,0.038,0.000
