# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0886,0.0750,1346.734,0.714,23.838
2.5,0.04,0.0451,0.0888,0.0747,1340.768,0.711,23.891
5.1,0.08,0.0907,0.0890,0.0745,1337.040,0.709,23.940
7.6,0.11,0.1367,0.0892,0.0743,1334.057,0.708,23.994
10.1,0.15,0.1829,0.0893,0.0742,1331.820,0.706,24.043
12.7,0.19,0.2295,0.0895,0.0741,1328.837,0.705,24.092
15.2,0.23,0.2763,0.0897,0.0740,1327.346,0.704,24.127
17.7,0.27,0.3232,0.0898,0.0739,1325.109,0.703,24.158
20.3,0.30,0.3703,0.0898,0.0737,1322.872,0.702,24.176
22.8,0.34,0.4171,0.0898,0.0736,1321.380,0.701,24.176
25.3,0.38,0.4643,0.0898,0.0734,1317.652,0.699,24.158
27.9,0.42,0.5113,0.0896,0.0732,1313.923,0.697,24.114
30.4,0.46,0.5582,0.0893,0.0729,1308.703,0.694,24.034
32.9,0.49,0.6051,0.0888,0.0725,1300.501,0.690,23.900
35.5,0.53,0.6515,0.0880,0.0719,1289.315,0.684,23.696
38.0,0.57,0.6970,0.0868,0.0710,1272.910,0.675,23.358
40.5,0.61,0.7400,0.0849,0.0697,1250.539,0.664,22.842
43.0,0.65,0.7791,0.0814,0.0675,1210.271,0.642,21.903
45.6,0.68,0.8113,0.0763,0.0643,1154.343,0.612,20.537
48.1,0.72,0.8352,0.0700,0.0605,1084.993,0.576,18.834
50.6,0.76,0.8517,0.0636,0.0567,1017.880,0.540,17.117
53.2,0.80,0.8661,0.0571,0.0526,943.310,0.501,15.364
55.7,0.84,0.8776,0.0504,0.0480,861.283,0.457,13.572
58.2,0.87,0.8862,0.0436,0.0430,771.799,0.409,11.739
60.8,0.91,0.8909,0.0367,0.0376,674.113,0.357,9.880
63.3,0.95,0.8901,0.0297,0.0317,568.223,0.301,7.985
65.8,0.99,0.8788,0.0225,0.0253,454.877,0.241,6.067
68.4,1.03,0.8248,0.0152,0.0189,339.293,0.180,4.092
70.9,1.06,0.6413,0.0076,0.0127,227.438,0.121,2.055
73.4,1.10,-0.0019,0.0000,0.0067,120.058,0.064,-0.004
