# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1274,0.0585,1.491,0.005,0.391
0.3,0.03,0.0653,0.1264,0.0594,1.491,0.005,0.387
0.5,0.06,0.1274,0.1254,0.0604,1.491,0.005,0.383
0.8,0.09,0.1864,0.1243,0.0614,1.491,0.005,0.383
1.1,0.12,0.2423,0.1231,0.0624,1.491,0.005,0.378
1.4,0.15,0.2952,0.1217,0.0633,1.491,0.006,0.374
1.7,0.18,0.3450,0.1200,0.0641,1.491,0.006,0.369
1.9,0.21,0.3919,0.1179,0.0647,1.491,0.006,0.360
2.2,0.25,0.4358,0.1154,0.0650,1.491,0.006,0.351
2.5,0.28,0.4766,0.1124,0.0652,1.491,0.006,0.343
2.7,0.31,0.5143,0.1090,0.0651,1.491,0.006,0.334
3.0,0.34,0.5488,0.1052,0.0647,1.491,0.006,0.320
3.3,0.37,0.5801,0.1011,0.0642,1.491,0.006,0.311
3.5,0.40,0.6080,0.0968,0.0635,1.491,0.006,0.298
3.8,0.43,0.6328,0.0924,0.0627,1.491,0.005,0.285
4.1,0.46,0.6548,0.0877,0.0617,1.491,0.005,0.267
4.4,0.49,0.6742,0.0847,0.0617,1.491,0.005,0.258
4.6,0.52,0.6912,0.0799,0.0603,1.491,0.005,0.245
4.9,0.55,0.7058,0.0749,0.0587,1.491,0.005,0.231
5.2,0.58,0.7181,0.0694,0.0564,1.491,0.005,0.214
5.5,0.61,0.7279,0.0636,0.0537,1.491,0.005,0.196
5.7,0.64,0.7353,0.0577,0.0506,1.491,0.004,0.178
6.0,0.68,0.7394,0.0515,0.0470,1.491,0.004,0.156
6.3,0.71,0.7362,0.0448,0.0429,1.491,0.004,0.138
6.6,0.74,0.7227,0.0377,0.0384,0.746,0.003,0.116
6.8,0.77,0.6931,0.0304,0.0336,0.746,0.003,0.093
7.1,0.80,0.6356,0.0229,0.0288,0.746,0.002,0.071
7.4,0.83,0.5307,0.0154,0.0240,0.746,0.002,0.049
7.6,0.86,0.3434,0.0076,0.0191,0.746,0.002,0.022
7.9,0.89,-0.0132,-0.0002,0.0141,0.746,0.001,0.000
