# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1195,    0.0658,    409.389,    0.112,    10.556
3.1,    0.04,    0.0769,    0.1196,    0.0679,    422.066,    0.115,    10.573
6.1,    0.09,    0.1492,    0.1198,    0.0701,    435.489,    0.119,    10.591
9.2,    0.13,    0.2169,    0.1201,    0.0724,    450.403,    0.123,    10.609
12.3,    0.17,    0.2803,    0.1203,    0.0749,    466.062,    0.127,    10.627
15.3,    0.22,    0.3393,    0.1205,    0.0775,    481.722,    0.132,    10.653
18.4,    0.26,    0.3941,    0.1208,    0.0802,    498.873,    0.136,    10.676
21.5,    0.31,    0.4449,    0.1211,    0.0831,    516.770,    0.141,    10.702
24.5,    0.35,    0.4919,    0.1214,    0.0862,    536.158,    0.146,    10.729
27.6,    0.39,    0.5352,    0.1218,    0.0893,    555.546,    0.152,    10.760
30.7,    0.44,    0.5749,    0.1222,    0.0927,    576.426,    0.157,    10.796
33.8,    0.48,    0.6118,    0.1224,    0.0960,    597.306,    0.163,    10.818
36.8,    0.52,    0.6460,    0.1223,    0.0991,    615.948,    0.168,    10.805
39.9,    0.57,    0.6779,    0.1215,    0.1016,    631.608,    0.172,    10.734
43.0,    0.61,    0.7074,    0.1199,    0.1035,    643.539,    0.176,    10.591
46.0,    0.65,    0.7344,    0.1175,    0.1047,    650.996,    0.178,    10.378
49.1,    0.70,    0.7592,    0.1141,    0.1049,    652.487,    0.178,    10.080
52.2,    0.74,    0.7831,    0.1077,    0.1020,    634.591,    0.173,    9.519
55.3,    0.79,    0.8051,    0.0997,    0.0972,    604.763,    0.165,    8.807
58.3,    0.83,    0.8247,    0.0913,    0.0918,    570.460,    0.156,    8.069
61.4,    0.87,    0.8423,    0.0828,    0.0858,    533.175,    0.146,    7.317
64.5,    0.92,    0.8573,    0.0742,    0.0792,    492.908,    0.134,    6.552
67.5,    0.96,    0.8700,    0.0653,    0.0721,    448.166,    0.122,    5.774
70.6,    1.00,    0.8792,    0.0565,    0.0645,    401.187,    0.109,    4.991
73.7,    1.05,    0.8856,    0.0476,    0.0563,    349.733,    0.095,    4.204
76.8,    1.09,    0.8860,    0.0386,    0.0475,    295.297,    0.081,    3.407
79.8,    1.13,    0.8771,    0.0293,    0.0379,    235.641,    0.064,    2.589
82.9,    1.18,    0.8463,    0.0198,    0.0275,    171.511,    0.047,    1.748
86.0,    1.22,    0.7229,    0.0102,    0.0172,    106.635,    0.029,    0.899
89.0,    1.26,    -0.0181,    -0.0001,    0.0070,    43.251,    0.012,    -0.009
