# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1201,    0.0712,    35.048,    0.022,    1.948
1.3,    0.04,    0.0710,    0.1203,    0.0729,    35.794,    0.023,    1.953
2.6,    0.09,    0.1389,    0.1205,    0.0747,    36.539,    0.023,    1.957
3.9,    0.13,    0.2034,    0.1207,    0.0767,    37.285,    0.024,    1.957
5.2,    0.17,    0.2647,    0.1209,    0.0787,    38.776,    0.025,    1.962
6.5,    0.22,    0.3226,    0.1211,    0.0809,    39.522,    0.025,    1.966
7.8,    0.26,    0.3772,    0.1212,    0.0831,    41.013,    0.026,    1.966
9.1,    0.30,    0.4287,    0.1212,    0.0853,    41.759,    0.027,    1.966
10.4,    0.34,    0.4770,    0.1210,    0.0874,    42.505,    0.027,    1.962
11.7,    0.39,    0.5221,    0.1206,    0.0895,    43.996,    0.028,    1.957
13.0,    0.43,    0.5643,    0.1198,    0.0915,    44.742,    0.028,    1.944
14.3,    0.47,    0.6034,    0.1187,    0.0932,    45.488,    0.029,    1.926
15.6,    0.52,    0.6395,    0.1172,    0.0948,    46.233,    0.029,    1.904
16.9,    0.56,    0.6726,    0.1153,    0.0960,    46.979,    0.030,    1.873
18.2,    0.60,    0.7027,    0.1128,    0.0969,    47.725,    0.030,    1.833
19.5,    0.65,    0.7298,    0.1097,    0.0972,    47.725,    0.030,    1.779
20.8,    0.69,    0.7541,    0.1054,    0.0964,    46.979,    0.030,    1.713
22.1,    0.73,    0.7759,    0.0990,    0.0935,    45.488,    0.029,    1.606
23.4,    0.78,    0.7943,    0.0921,    0.0899,    43.996,    0.028,    1.495
24.7,    0.82,    0.8097,    0.0850,    0.0859,    41.759,    0.027,    1.379
26.0,    0.86,    0.8221,    0.0777,    0.0814,    39.522,    0.025,    1.259
27.3,    0.90,    0.8320,    0.0701,    0.0762,    37.285,    0.024,    1.139
28.6,    0.95,    0.8397,    0.0621,    0.0702,    34.302,    0.022,    1.010
29.9,    0.99,    0.8451,    0.0538,    0.0631,    30.574,    0.020,    0.872
31.2,    1.03,    0.8486,    0.0451,    0.0549,    26.845,    0.017,    0.730
32.5,    1.08,    0.8477,    0.0361,    0.0458,    22.371,    0.014,    0.587
33.8,    1.12,    0.8385,    0.0270,    0.0361,    17.897,    0.011,    0.440
35.1,    1.16,    0.8082,    0.0179,    0.0257,    12.677,    0.008,    0.289
36.4,    1.21,    0.7164,    0.0090,    0.0151,    7.457,    0.005,    0.147
37.7,    1.25,    0.0039,    0.0000,    0.0052,    2.237,    0.002,    0.000
