# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0962,    0.0447,    5217.662,    6.228,    160.163
3.0,    0.04,    0.0875,    0.0963,    0.0464,    5415.272,    6.464,    160.416
5.9,    0.08,    0.1686,    0.0965,    0.0482,    5628.543,    6.719,    160.705
8.9,    0.13,    0.2436,    0.0967,    0.0502,    5856.727,    6.991,    161.026
11.8,    0.17,    0.3125,    0.0969,    0.0523,    6101.316,    7.283,    161.395
14.8,    0.21,    0.3756,    0.0972,    0.0545,    6360.820,    7.593,    161.800
17.7,    0.25,    0.4332,    0.0974,    0.0568,    6635.983,    7.921,    162.249
20.7,    0.29,    0.4858,    0.0977,    0.0593,    6923.823,    8.265,    162.716
23.6,    0.34,    0.5337,    0.0980,    0.0619,    7223.595,    8.622,    163.192
26.6,    0.38,    0.5772,    0.0983,    0.0646,    7536.043,    8.995,    163.677
29.5,    0.42,    0.6168,    0.0986,    0.0673,    7858.931,    9.381,    164.162
32.5,    0.46,    0.6525,    0.0989,    0.0702,    8195.987,    9.783,    164.642
35.5,    0.51,    0.6851,    0.0992,    0.0732,    8539.009,    10.193,    165.105
38.4,    0.55,    0.7146,    0.0994,    0.0762,    8892.471,    10.614,    165.545
41.4,    0.59,    0.7414,    0.0996,    0.0792,    9249.661,    11.041,    165.892
44.3,    0.63,    0.7658,    0.0997,    0.0823,    9605.360,    11.465,    166.057
47.3,    0.67,    0.7878,    0.0991,    0.0848,    9896.183,    11.812,    165.016
50.2,    0.72,    0.8110,    0.0941,    0.0831,    9702.301,    11.582,    156.746
53.2,    0.76,    0.8330,    0.0880,    0.0801,    9354.805,    11.166,    146.596
56.1,    0.80,    0.8539,    0.0811,    0.0760,    8867.117,    10.584,    134.955
59.1,    0.84,    0.8726,    0.0736,    0.0711,    8295.911,    9.903,    122.575
62.0,    0.88,    0.8883,    0.0661,    0.0658,    7676.980,    9.164,    109.982
65.0,    0.93,    0.9023,    0.0584,    0.0599,    6996.156,    8.351,    97.180
67.9,    0.97,    0.9145,    0.0505,    0.0535,    6245.982,    7.455,    84.098
70.9,    1.01,    0.9243,    0.0425,    0.0465,    5427.204,    6.478,    70.789
73.8,    1.05,    0.9293,    0.0344,    0.0390,    4550.261,    5.432,    57.284
76.8,    1.10,    0.9245,    0.0261,    0.0309,    3609.187,    4.308,    43.464
79.7,    1.14,    0.8988,    0.0176,    0.0223,    2603.238,    3.107,    29.345
82.7,    1.18,    0.8072,    0.0089,    0.0131,    1524.956,    1.820,    14.884
85.7,    1.22,    -0.0069,    0.0000,    0.0044,    517.516,    0.618,    -0.040
