# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0971,    0.0533,    11.931,    0.116,    2.527
0.4,    0.04,    0.0755,    0.0972,    0.0545,    12.677,    0.119,    2.531
0.8,    0.08,    0.1473,    0.0974,    0.0560,    12.677,    0.122,    2.535
1.1,    0.13,    0.2156,    0.0976,    0.0575,    13.423,    0.125,    2.540
1.5,    0.17,    0.2801,    0.0978,    0.0591,    13.423,    0.129,    2.544
1.9,    0.21,    0.3410,    0.0980,    0.0608,    14.168,    0.132,    2.549
2.2,    0.25,    0.3983,    0.0982,    0.0626,    14.168,    0.136,    2.553
2.6,    0.30,    0.4518,    0.0983,    0.0645,    14.914,    0.140,    2.558
3.0,    0.34,    0.5019,    0.0985,    0.0665,    14.914,    0.145,    2.562
3.4,    0.38,    0.5487,    0.0986,    0.0685,    15.660,    0.149,    2.567
3.7,    0.42,    0.5914,    0.0987,    0.0707,    16.405,    0.154,    2.567
4.1,    0.47,    0.6315,    0.0987,    0.0728,    16.405,    0.159,    2.567
4.5,    0.51,    0.6683,    0.0986,    0.0750,    17.151,    0.163,    2.567
4.8,    0.55,    0.7020,    0.0981,    0.0770,    17.897,    0.168,    2.553
5.2,    0.59,    0.7331,    0.0964,    0.0780,    17.897,    0.170,    2.509
5.6,    0.64,    0.7613,    0.0931,    0.0777,    17.897,    0.169,    2.420
5.9,    0.68,    0.7855,    0.0887,    0.0765,    17.151,    0.167,    2.309
6.3,    0.72,    0.8060,    0.0836,    0.0747,    17.151,    0.163,    2.175
6.7,    0.76,    0.8229,    0.0778,    0.0721,    16.405,    0.157,    2.024
7.1,    0.80,    0.8361,    0.0713,    0.0687,    15.660,    0.149,    1.855
7.4,    0.85,    0.8461,    0.0648,    0.0648,    14.914,    0.141,    1.686
7.8,    0.89,    0.8532,    0.0581,    0.0605,    14.168,    0.132,    1.512
8.2,    0.93,    0.8579,    0.0513,    0.0557,    12.677,    0.121,    1.334
8.5,    0.97,    0.8615,    0.0444,    0.0502,    11.185,    0.109,    1.157
8.9,    1.02,    0.8632,    0.0373,    0.0439,    9.694,    0.096,    0.970
9.3,    1.06,    0.8615,    0.0301,    0.0370,    8.203,    0.081,    0.783
9.7,    1.10,    0.8511,    0.0227,    0.0293,    6.711,    0.064,    0.592
10.0,    1.14,    0.8172,    0.0152,    0.0213,    5.220,    0.046,    0.396
10.4,    1.19,    0.7119,    0.0076,    0.0127,    2.983,    0.028,    0.196
10.8,    1.23,    0.0046,    0.0000,    0.0046,    0.746,    0.010,    0.000
