# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1201,0.0781,621.914,0.156,12.504
3.5,0.05,0.0692,0.1202,0.0798,635.336,0.160,12.526
7.0,0.09,0.1358,0.1204,0.0814,648.013,0.163,12.544
10.5,0.14,0.1995,0.1207,0.0833,662.927,0.167,12.566
14.0,0.18,0.2600,0.1209,0.0854,679.333,0.171,12.593
17.5,0.23,0.3159,0.1212,0.0881,700.958,0.176,12.629
21.1,0.28,0.3683,0.1216,0.0910,724.075,0.182,12.669
24.5,0.32,0.4169,0.1220,0.0941,748.683,0.188,12.713
28.1,0.37,0.4622,0.1225,0.0973,774.782,0.195,12.757
31.6,0.41,0.5045,0.1230,0.1007,801.627,0.201,12.806
35.1,0.46,0.5436,0.1235,0.1043,829.964,0.209,12.860
38.6,0.50,0.5769,0.1240,0.1086,864.266,0.217,12.918
42.1,0.55,0.6093,0.1246,0.1126,896.331,0.225,12.975
45.6,0.60,0.6487,0.1250,0.1150,914.974,0.230,13.015
49.1,0.64,0.6862,0.1253,0.1173,934.362,0.235,13.051
52.6,0.69,0.7223,0.1250,0.1192,948.530,0.238,13.020
56.1,0.73,0.7535,0.1218,0.1187,944.802,0.237,12.686
59.6,0.78,0.7805,0.1151,0.1151,916.465,0.230,11.992
63.1,0.83,0.8070,0.1073,0.1099,874.706,0.220,11.178
66.7,0.87,0.8282,0.1011,0.1057,841.299,0.212,10.527
70.1,0.92,0.8476,0.0892,0.0966,768.817,0.193,9.288
73.7,0.96,0.8635,0.0798,0.0891,709.161,0.178,8.309
77.2,1.01,0.8770,0.0702,0.0809,643.539,0.162,7.317
80.7,1.06,0.8875,0.0606,0.0721,574.189,0.144,6.316
84.2,1.10,0.8933,0.0507,0.0625,497.382,0.125,5.276
87.7,1.15,0.8908,0.0407,0.0525,417.592,0.105,4.244
91.2,1.19,0.8739,0.0306,0.0418,332.582,0.084,3.189
94.7,1.24,0.8267,0.0199,0.0298,237.133,0.060,2.068
98.2,1.29,0.6643,0.0098,0.0189,150.631,0.038,1.019
101.7,1.33,-0.1906,-0.0013,0.0088,70.096,0.018,-0.133
