# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1202,0.0740,52.945,0.030,2.504
1.6,0.05,0.0719,0.1204,0.0758,53.690,0.030,2.509
3.1,0.09,0.1406,0.1206,0.0777,55.182,0.031,2.513
4.6,0.14,0.2058,0.1209,0.0798,56.673,0.032,2.518
6.2,0.18,0.2677,0.1211,0.0819,58.165,0.033,2.527
7.7,0.23,0.3261,0.1214,0.0843,60.402,0.034,2.531
9.3,0.27,0.3811,0.1217,0.0867,61.893,0.035,2.535
10.8,0.32,0.4328,0.1220,0.0893,63.384,0.036,2.544
12.4,0.36,0.4814,0.1220,0.0918,65.622,0.037,2.544
13.9,0.41,0.5269,0.1219,0.0943,67.113,0.038,2.540
15.5,0.45,0.5694,0.1216,0.0967,68.604,0.039,2.535
17.0,0.50,0.6088,0.1208,0.0988,70.096,0.040,2.518
18.6,0.54,0.6453,0.1197,0.1007,71.587,0.040,2.495
20.1,0.59,0.6788,0.1180,0.1023,73.079,0.041,2.460
21.7,0.63,0.7092,0.1158,0.1035,73.824,0.041,2.415
23.2,0.68,0.7366,0.1130,0.1041,74.570,0.042,2.353
24.8,0.72,0.7611,0.1092,0.1039,73.824,0.042,2.277
26.3,0.77,0.7832,0.1031,0.1013,72.333,0.041,2.148
27.9,0.81,0.8022,0.0958,0.0973,69.350,0.039,1.997
29.4,0.86,0.8180,0.0883,0.0928,66.367,0.037,1.842
30.9,0.91,0.8307,0.0805,0.0877,62.639,0.035,1.677
32.5,0.95,0.8409,0.0725,0.0820,58.165,0.033,1.512
34.1,1.00,0.8488,0.0640,0.0751,53.690,0.030,1.334
35.6,1.04,0.8546,0.0553,0.0674,47.725,0.027,1.152
37.1,1.09,0.8588,0.0464,0.0587,41.759,0.024,0.970
38.7,1.13,0.8592,0.0372,0.0490,35.048,0.020,0.774
40.2,1.18,0.8526,0.0281,0.0388,27.591,0.016,0.587
41.8,1.22,0.8280,0.0188,0.0278,20.134,0.011,0.391
43.3,1.27,0.7444,0.0094,0.0160,11.185,0.006,0.196
44.9,1.31,0.0020,0.0000,0.0047,2.983,0.002,0.000
