# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0781,    0.0243,    181.951,    0.249,    15.253
0.7,    0.02,    0.0581,    0.0766,    0.0243,    181.951,    0.248,    14.955
1.4,    0.04,    0.1139,    0.0750,    0.0243,    181.951,    0.248,    14.644
2.1,    0.06,    0.1675,    0.0733,    0.0242,    181.205,    0.247,    14.314
2.8,    0.07,    0.2186,    0.0715,    0.0241,    180.459,    0.247,    13.967
3.5,    0.09,    0.2675,    0.0697,    0.0240,    179.714,    0.245,    13.607
4.2,    0.11,    0.3139,    0.0677,    0.0239,    178.968,    0.244,    13.225
5.0,    0.13,    0.3579,    0.0657,    0.0237,    177.477,    0.242,    12.829
5.7,    0.15,    0.3993,    0.0636,    0.0235,    175.985,    0.240,    12.411
6.3,    0.17,    0.4380,    0.0613,    0.0232,    173.748,    0.237,    11.975
7.1,    0.18,    0.4742,    0.0590,    0.0229,    171.511,    0.234,    11.521
7.8,    0.20,    0.5078,    0.0565,    0.0226,    169.274,    0.231,    11.040
8.5,    0.22,    0.5389,    0.0540,    0.0221,    166.291,    0.226,    10.538
9.2,    0.24,    0.5675,    0.0513,    0.0217,    162.563,    0.222,    10.026
9.9,    0.26,    0.5938,    0.0487,    0.0211,    158.088,    0.216,    9.501
10.6,    0.28,    0.6177,    0.0459,    0.0205,    153.614,    0.210,    8.959
11.3,    0.29,    0.6380,    0.0430,    0.0199,    149.140,    0.203,    8.403
12.0,    0.31,    0.6551,    0.0401,    0.0192,    143.920,    0.196,    7.838
12.7,    0.33,    0.6694,    0.0372,    0.0184,    137.954,    0.188,    7.255
13.5,    0.35,    0.6810,    0.0341,    0.0175,    131.243,    0.179,    6.663
14.1,    0.37,    0.6895,    0.0310,    0.0166,    124.532,    0.169,    6.054
14.8,    0.39,    0.6947,    0.0278,    0.0155,    116.329,    0.158,    5.431
15.6,    0.41,    0.6941,    0.0246,    0.0143,    107.381,    0.147,    4.795
16.3,    0.42,    0.6856,    0.0212,    0.0131,    98.432,    0.134,    4.146
17.0,    0.44,    0.6671,    0.0178,    0.0118,    88.738,    0.121,    3.483
17.7,    0.46,    0.6348,    0.0144,    0.0104,    78.298,    0.107,    2.807
18.4,    0.48,    0.5807,    0.0108,    0.0090,    67.113,    0.092,    2.117
19.1,    0.50,    0.4877,    0.0073,    0.0074,    55.927,    0.076,    1.419
19.8,    0.52,    0.3207,    0.0036,    0.0059,    43.996,    0.060,    0.712
20.5,    0.53,    -0.0036,    0.0000,    0.0044,    32.811,    0.045,    -0.004
