# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0906,    0.0425,    4178.156,    4.987,    131.498
2.4,    0.04,    0.0744,    0.0907,    0.0436,    4284.046,    5.114,    131.592
4.8,    0.07,    0.1452,    0.0908,    0.0447,    4391.427,    5.242,    131.690
7.2,    0.11,    0.2127,    0.0908,    0.0458,    4500.299,    5.372,    131.787
9.7,    0.14,    0.2769,    0.0909,    0.0469,    4611.408,    5.505,    131.872
12.1,    0.18,    0.3379,    0.0909,    0.0481,    4724.754,    5.640,    131.885
14.5,    0.21,    0.3956,    0.0908,    0.0492,    4838.846,    5.776,    131.787
16.9,    0.25,    0.4501,    0.0907,    0.0504,    4952.939,    5.912,    131.547
19.4,    0.29,    0.5006,    0.0904,    0.0516,    5074.488,    6.057,    131.147
21.8,    0.32,    0.5465,    0.0900,    0.0530,    5204.985,    6.213,    130.533
24.2,    0.36,    0.5897,    0.0892,    0.0541,    5316.094,    6.346,    129.492
26.6,    0.39,    0.6307,    0.0880,    0.0549,    5395.139,    6.440,    127.757
29.1,    0.43,    0.6699,    0.0862,    0.0552,    5422.729,    6.473,    125.026
31.5,    0.46,    0.7073,    0.0834,    0.0548,    5385.444,    6.428,    121.014
33.9,    0.50,    0.7429,    0.0799,    0.0538,    5289.249,    6.314,    115.930
36.3,    0.54,    0.7765,    0.0759,    0.0524,    5149.058,    6.146,    110.093
38.8,    0.57,    0.8079,    0.0715,    0.0506,    4975.310,    5.938,    103.750
41.2,    0.61,    0.8365,    0.0669,    0.0486,    4774.716,    5.699,    97.034
43.6,    0.64,    0.8625,    0.0620,    0.0463,    4545.786,    5.426,    89.970
46.0,    0.68,    0.8861,    0.0570,    0.0437,    4292.994,    5.125,    82.701
48.4,    0.71,    0.9075,    0.0518,    0.0408,    4012.611,    4.789,    75.197
50.8,    0.75,    0.9271,    0.0465,    0.0376,    3700.163,    4.417,    67.466
53.3,    0.79,    0.9443,    0.0411,    0.0342,    3360.124,    4.011,    59.575
55.7,    0.82,    0.9584,    0.0355,    0.0304,    2992.494,    3.572,    51.502
58.1,    0.86,    0.9681,    0.0298,    0.0264,    2598.764,    3.102,    43.290
60.5,    0.89,    0.9716,    0.0241,    0.0221,    2174.461,    2.596,    34.905
62.9,    0.93,    0.9670,    0.0182,    0.0175,    1721.075,    2.054,    26.431
65.4,    0.97,    0.9464,    0.0123,    0.0125,    1231.150,    1.469,    17.820
67.8,    1.00,    0.8706,    0.0062,    0.0072,    703.195,    0.839,    9.034
70.2,    1.04,    -0.0008,    0.0000,    0.0025,    249.064,    0.297,    -0.004
