# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0983,0.1265,1741.955,2.079,29.607
1.7,0.04,0.0306,0.0985,0.1236,1702.433,2.032,29.683
3.5,0.08,0.0629,0.0988,0.1207,1662.911,1.985,29.759
5.3,0.12,0.0970,0.0990,0.1176,1619.660,1.934,29.821
7.0,0.15,0.1331,0.0992,0.1145,1576.410,1.882,29.874
8.8,0.19,0.1714,0.0993,0.1113,1532.413,1.829,29.910
10.6,0.23,0.2122,0.0993,0.1079,1486.180,1.774,29.923
12.3,0.27,0.2558,0.0993,0.1044,1437.709,1.716,29.905
14.0,0.31,0.3022,0.0991,0.1008,1388.493,1.657,29.861
15.8,0.35,0.3517,0.0988,0.0971,1337.786,1.597,29.767
17.6,0.38,0.4047,0.0983,0.0933,1285.587,1.534,29.625
19.3,0.42,0.4612,0.0976,0.0895,1231.896,1.470,29.412
21.1,0.46,0.5211,0.0966,0.0855,1177.460,1.405,29.109
22.8,0.50,0.5836,0.0951,0.0814,1121.533,1.338,28.660
24.6,0.54,0.6470,0.0928,0.0771,1061.877,1.268,27.948
26.3,0.58,0.7072,0.0895,0.0729,1004.458,1.199,26.961
28.1,0.61,0.7590,0.0853,0.0691,951.513,1.136,25.702
29.9,0.65,0.7994,0.0794,0.0649,894.094,1.067,23.931
31.6,0.69,0.8231,0.0734,0.0616,848.606,1.013,22.099
33.3,0.73,0.8414,0.0673,0.0584,803.864,0.959,20.266
35.1,0.77,0.8576,0.0611,0.0547,753.157,0.899,18.398
36.9,0.81,0.8714,0.0547,0.0507,697.975,0.833,16.490
38.6,0.85,0.8828,0.0483,0.0462,636.828,0.760,14.550
40.4,0.88,0.8911,0.0417,0.0414,569.715,0.680,12.566
42.2,0.92,0.8941,0.0350,0.0361,497.382,0.594,10.556
43.9,0.96,0.8890,0.0283,0.0305,420.575,0.502,8.509
45.6,1.00,0.8703,0.0214,0.0245,337.802,0.403,6.432
47.4,1.04,0.8146,0.0144,0.0183,252.047,0.301,4.333
49.2,1.08,0.6446,0.0073,0.0121,167.037,0.200,2.193
50.9,1.11,0.0005,0.0000,0.0062,85.755,0.102,0.000
