# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1049,0.0458,90.975,0.289,9.920
0.7,0.03,0.0737,0.1049,0.0472,93.212,0.298,9.920
1.4,0.07,0.1431,0.1049,0.0486,96.195,0.307,9.920
2.1,0.10,0.2083,0.1049,0.0501,99.178,0.316,9.915
2.8,0.13,0.2693,0.1048,0.0516,102.161,0.325,9.911
3.5,0.17,0.3264,0.1047,0.0532,105.144,0.335,9.897
4.2,0.20,0.3797,0.1045,0.0547,108.126,0.345,9.875
4.9,0.23,0.4294,0.1040,0.0562,111.109,0.354,9.835
5.5,0.27,0.4759,0.1033,0.0576,114.092,0.363,9.764
6.3,0.30,0.5193,0.1021,0.0587,116.329,0.370,9.653
6.9,0.33,0.5597,0.1005,0.0595,117.821,0.375,9.497
7.6,0.36,0.5972,0.0984,0.0601,119.312,0.379,9.301
8.3,0.40,0.6319,0.0958,0.0603,119.312,0.380,9.057
9.0,0.43,0.6640,0.0927,0.0602,119.312,0.379,8.763
9.7,0.46,0.6935,0.0890,0.0595,117.821,0.375,8.412
10.4,0.50,0.7205,0.0846,0.0584,115.583,0.368,7.993
11.1,0.53,0.7449,0.0794,0.0566,111.855,0.357,7.509
11.8,0.56,0.7665,0.0740,0.0544,108.126,0.343,6.997
12.5,0.60,0.7855,0.0685,0.0520,102.907,0.328,6.472
13.2,0.63,0.8017,0.0628,0.0494,97.687,0.311,5.938
13.9,0.66,0.8150,0.0571,0.0464,91.721,0.293,5.396
14.6,0.70,0.8258,0.0512,0.0431,85.755,0.272,4.835
15.3,0.73,0.8338,0.0451,0.0395,78.298,0.249,4.266
16.0,0.76,0.8362,0.0389,0.0355,70.096,0.224,3.683
16.7,0.80,0.8338,0.0327,0.0312,61.893,0.196,3.087
17.3,0.83,0.8227,0.0263,0.0264,52.199,0.167,2.482
18.1,0.86,0.7927,0.0198,0.0215,42.505,0.136,1.868
18.8,0.89,0.7246,0.0132,0.0164,32.065,0.103,1.254
19.4,0.93,0.5533,0.0067,0.0112,22.371,0.071,0.632
20.2,0.96,-0.0009,0.0000,0.0064,12.677,0.040,0.000
