# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0557,0.0218,108.126,0.047,4.955
0.9,0.02,0.0418,0.0559,0.0221,109.618,0.048,4.969
1.8,0.03,0.0829,0.0560,0.0223,111.109,0.048,4.982
2.8,0.05,0.1233,0.0561,0.0225,111.855,0.049,4.991
3.7,0.07,0.1632,0.0562,0.0227,112.601,0.049,4.991
4.6,0.08,0.2017,0.0560,0.0229,114.092,0.049,4.982
5.5,0.10,0.2395,0.0557,0.0230,114.092,0.050,4.955
6.4,0.12,0.2761,0.0550,0.0230,114.092,0.050,4.889
7.4,0.13,0.3112,0.0540,0.0229,114.092,0.049,4.800
8.3,0.15,0.3436,0.0528,0.0228,113.346,0.049,4.697
9.2,0.16,0.3676,0.0516,0.0231,114.838,0.050,4.582
10.1,0.18,0.3962,0.0495,0.0227,112.601,0.049,4.404
11.0,0.20,0.4245,0.0474,0.0221,109.618,0.048,4.212
12.0,0.21,0.4485,0.0451,0.0216,107.381,0.047,4.012
12.9,0.23,0.4704,0.0428,0.0210,104.398,0.045,3.808
13.8,0.25,0.4902,0.0405,0.0204,101.415,0.044,3.594
14.8,0.26,0.5080,0.0380,0.0197,98.432,0.043,3.376
15.7,0.28,0.5218,0.0356,0.0191,94.704,0.041,3.158
16.6,0.30,0.5351,0.0330,0.0183,90.975,0.039,2.931
17.5,0.31,0.5454,0.0304,0.0175,86.501,0.038,2.700
18.4,0.33,0.5524,0.0277,0.0165,82.027,0.036,2.460
19.4,0.35,0.5555,0.0249,0.0156,77.553,0.034,2.215
20.3,0.36,0.5535,0.0221,0.0145,72.333,0.031,1.966
21.2,0.38,0.5446,0.0193,0.0134,66.367,0.029,1.713
22.1,0.40,0.5260,0.0163,0.0123,61.147,0.027,1.450
23.0,0.41,0.4917,0.0132,0.0111,55.182,0.024,1.179
24.0,0.43,0.4350,0.0101,0.0099,49.216,0.021,0.899
24.9,0.45,0.3453,0.0068,0.0087,43.251,0.019,0.605
25.8,0.46,0.2063,0.0034,0.0075,37.285,0.016,0.298
26.7,0.48,-0.0053,-0.0001,0.0064,32.065,0.014,-0.004
