# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1208,0.0453,744.954,0.508,33.544
1.4,0.02,0.0605,0.1186,0.0456,750.174,0.512,32.926
2.8,0.05,0.1182,0.1162,0.0457,752.411,0.513,32.259
4.2,0.07,0.1732,0.1136,0.0458,753.903,0.514,31.547
5.5,0.09,0.2257,0.1109,0.0457,752.411,0.513,30.791
6.9,0.12,0.2758,0.1080,0.0456,750.174,0.511,29.990
8.3,0.14,0.3236,0.1049,0.0453,745.700,0.508,29.145
9.7,0.16,0.3690,0.1017,0.0449,738.989,0.504,28.237
11.0,0.19,0.4123,0.0982,0.0443,730.040,0.498,27.281
12.4,0.21,0.4535,0.0947,0.0437,719.600,0.491,26.293
13.8,0.23,0.4939,0.0910,0.0429,706.178,0.482,25.284
15.2,0.26,0.5295,0.0872,0.0422,694.247,0.474,24.234
16.5,0.28,0.5622,0.0833,0.0414,681.570,0.465,23.149
17.9,0.30,0.5923,0.0793,0.0405,666.656,0.455,22.032
19.3,0.33,0.6200,0.0752,0.0395,650.250,0.444,20.884
20.7,0.35,0.6453,0.0710,0.0384,631.608,0.431,19.710
22.1,0.37,0.6681,0.0666,0.0371,611.474,0.417,18.505
23.4,0.40,0.6884,0.0622,0.0357,588.357,0.401,17.272
24.8,0.42,0.7060,0.0576,0.0342,563.003,0.384,16.005
26.2,0.44,0.7208,0.0530,0.0325,534.667,0.365,14.710
27.6,0.47,0.7320,0.0482,0.0306,504.093,0.344,13.380
29.0,0.49,0.7386,0.0433,0.0286,471.282,0.321,12.015
30.4,0.51,0.7394,0.0382,0.0265,436.234,0.297,10.622
31.7,0.54,0.7330,0.0332,0.0242,398.204,0.272,9.208
33.1,0.56,0.7163,0.0280,0.0218,358.682,0.245,7.767
34.5,0.58,0.6821,0.0225,0.0192,315.431,0.215,6.236
35.9,0.61,0.6216,0.0170,0.0165,272.180,0.186,4.720
37.2,0.63,0.5134,0.0114,0.0139,229.676,0.156,3.163
38.6,0.65,0.3256,0.0057,0.0114,187.916,0.128,1.588
40.0,0.67,-0.0025,0.0000,0.0090,148.394,0.101,-0.009
